symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,categories
EIGENUSDT,EIGEN,Mid,238,0.1854,3527627.247439,-10.651,56.04474287487856,0.005190414297849582,0.18041000000000001,0.5113175,0.9759591119527371,0.5597667638483965,0.4556851311953353,0.6284667822676107,0.7641420342948716,0.16064722222222225,0.30391666666666667,downtrend,0,1,baissier,365,0,0,60,,,31.0,66.0,51.5,74.0,37.5,54.15,False,Artificial Intelligence (AI)|Infrastructure|Ethereum Ecosystem|Base Ecosystem|Data Availability
IOSTUSDT,IOST,Speculative,571,0.001144,303993.976974,-1.464,57.24536369073429,1.1209137284444249e-05,0.00111738,0.0016736049999999999,0.4627258041058556,0.374845869297164,0.2922318125770654,1.34735318247645,0.8583065628399413,0.0010624166666666668,0.0014889444444444446,doji_4h,0,0,neutre,365,0,0,30,,,17.0,75.0,75.5,47.0,50,54.12,False,
LSKUSDT,LSK,Speculative,672,0.133,294947.6315,-3.623,57.58033107550875,0.001487002327063796,0.1285,0.18181999999999998,0.5242174576519172,0.3655913978494624,0.2741935483870967,1.2723179775353766,0.8089356306169102,0.12025,0.16780555555555554,doji_4h,0,0,neutre,365,0,0,30,,,17.0,75.0,75.5,47.0,50,54.12,False,
MTLUSDT,MTL,Speculative,712,0.3,177511.8826,-2.28,60.94032896594713,0.002012622875997211,0.2803,0.37401,0.4127730786698398,0.3263707571801567,0.2088772845953003,1.2354739006665978,0.8448482764882446,0.264,0.34847222222222224,doji_4h,0,0,neutre,365,0,0,30,,,17.0,75.0,75.5,47.0,50,54.12,False,Smart Contract Platform|Layer 2 (L2)|Made in USA
MBOXUSDT,MBOX,Speculative,,0.0148,6962405.11948,11.278,54.745797711349965,0.0004219475717685112,0.015578000000000002,0.0307275,0.9833409154491988,0.6375404530744337,0.5242718446601942,13.677993069727647,0.3301887256125673,0.012658333333333334,0.027191666666666666,,0,0,neutre,365,0,0,30,,,17.0,64.0,55.0,78.5,50,54.05,False,
STGUSDT,STG,Speculative,735,0.2245,670845.56136,-5.154,52.04133498097294,-0.0013743495960530008,0.205516,0.157698,1.1638168544179164,0.3560950935761254,0.17102838186509398,0.3200884116788081,0.36678828321837165,0.137575,0.2432972222222222,double_bottom_90d,1,0,haussier,365,1,0,30,,,17.0,73.0,62.5,49.5,62.5,53.95,False,Decentralized Finance (DeFi)|Yield Farming|BNB Chain Ecosystem|Avalanche Ecosystem|Polygon Ecosystem
STXUSDT,STX,Mid,113,0.2318,1359266.57666,-6.645,52.27959736854751,0.0035316661653255615,0.23906,0.3185005,0.6056637452243413,0.3444650587507731,0.2767470624613482,0.8403060328815013,0.7711902297047131,0.21871666666666667,0.30033333333333334,double_bottom_90d,1,0,haussier,365,0,0,60,,,31.0,46.0,65.0,74.0,62.5,53.92,False,Infrastructure|Smart Contract Platform|Layer 2 (L2)|Bitcoin Sidechains|Stacks Ecosystem
DUSDT,D,Speculative,,0.00932,2705037.57779,-5.188,49.41601323230712,-0.0002809661223366145,0.0082602,0.014242250000000001,4.396425433504746,0.6299157303370786,0.5471877979027645,2.4587876059910085,0.1420019811641382,0.006078333333333334,0.01424611111111111,uptrend|bearish_engulfing_4h,1,1,mixte,365,0,0,30,,,17.0,84.0,28.0,68.0,50.0,53.9,False,
ATUSDT,AT,Speculative,562,0.1682,655844.58603,0.059,59.266877856910995,0.002168134760179208,0.150284,,0.8477129740764794,0.2304199772985244,0.04710556186152101,0.5603273262154309,0.3077217627450846,0.1401777777777778,0.1682861111111111,double_bottom_90d,1,0,haussier,143,0,0,60,,,10.9,54.0,89.5,63.5,62.5,53.88,False,Infrastructure|Oracle|Ethereum Ecosystem|YZi Labs (Prev. Binance Labs) Portfolio|Binance Alpha Spotlight
MAVUSDT,MAV,Speculative,,0.01655,759794.00977,-2.36,64.67653997201381,0.0003061257654672133,0.0141316,0.025661,0.7249066696311315,0.5475927967658949,0.39176773245130475,1.345960056837921,0.6699025535324495,0.013166666666666667,0.02334777777777778,,0,0,neutre,365,0,0,30,,,17.0,75.0,59.5,57.5,50,53.82,False,
FRAXUSDT,FRAX,Mid,149,0.4779,1559266.43586,6.579,57.97709530018412,0.013996377896443618,0.5028779999999999,,0.7475803002193142,0.6588163726427392,0.5751281828452247,1.9287800200326146,0.33314817341614517,0.41281111111111113,0.9399611111111111,downtrend,0,1,baissier,94,0,0,30,,,23.6,72.0,55.0,68.0,37.5,53.79,False,
0GUSDT,0G,Mid,243,0.581,1601321.82565,-7.188,54.87595380516521,0.009464390596280901,0.55784,1.02587,0.7155774192615073,0.5918189730200174,0.49173194081810273,0.46339493186580843,0.41232049560347767,0.4975277777777778,0.8346388888888889,,0,0,neutre,209,0,0,60,,,26.7,57.0,59.5,74.0,50,53.67,False,Artificial Intelligence (AI)|Infrastructure|Smart Contract Platform|BNB Chain Ecosystem|Layer 1 (L1)
BMTUSDT,BMT,Speculative,,0.01687,613097.003451,1.565,67.96427672980411,0.00029640424316091643,0.0152218,0.02574185,0.5059867145762083,0.42426778242677826,0.3004184100418411,1.5429746073794448,0.7760833733392539,0.014264166666666668,0.02121111111111111,double_top_90d,0,1,baissier,365,0,0,30,,,17.0,75.0,71.0,57.5,37.5,53.67,False,
ZBTUSDT,ZBT,Speculative,716,0.1103,2938139.08421,-9.143,60.85746491348552,0.00035119775497358986,0.08550200000000001,,1.1192226395295959,0.408105560791706,0.06250000000000003,1.1670039022336938,0.5179910754883073,0.06765555555555555,0.10983333333333334,resistance_test|uptrend,1,1,mixte,184,0,0,60,,,12.0,63.0,67.0,74.0,50.0,53.66,False,Smart Contract Platform|Decentralized Finance (DeFi)|BNB Chain Ecosystem|Ethereum Ecosystem|Zero Knowledge (ZK)
MORPHOUSDT,MORPHO,Etabli,69,1.951,1472449.55843,-2.156,62.91151859957961,0.031632802377969976,1.74746,,0.8620198046947362,0.2590725806451613,0.018649193548387056,0.31196893021422767,0.6055239131105891,1.139888888888889,1.9296944444444444,rsi_bearish_divergence,0,1,baissier,198,0,0,60,,,40.4,45.0,77.5,74.0,37.5,53.63,False,Decentralized Finance (DeFi)|Lending/Borrowing Protocols|Arbitrum Ecosystem|Ethereum Ecosystem|Base Ecosystem
HOLOUSDT,HOLO,Speculative,568,0.059,546468.58639,-3.752,52.18770373574909,0.0006429185753721689,0.058289999999999995,0.08575250000000001,0.9134652910807877,0.32020997375328086,0.22440944881889768,0.7669005718030963,0.6480451436279776,0.05307777777777778,0.07176111111111111,,0,0,neutre,220,0,0,60,,,13.0,66.0,73.0,63.5,50,53.56,False,Artificial Intelligence (AI)|Infrastructure|Solana Ecosystem|AI Agents|Binance HODLer Airdrops
ZILUSDT,ZIL,Mid,337,0.00406,396102.453977,-3.333,54.66017924214294,3.541720167972967e-05,0.0040228,0.0055549499999999995,0.4921759623415987,0.33815551537070526,0.2622061482820976,0.5258640429612012,0.6822585044834854,0.0038025000000000003,0.005144166666666667,downtrend,0,1,baissier,365,0,0,30,,,31.0,66.0,83.5,47.0,37.5,53.55,False,
XECUSDT,XEC,Mid,220,7.17e-06,350038.76539662,-4.272,54.40293735085325,6.38980203764079e-08,6.9786e-06,1.070535e-05,0.4891864010857458,0.40181818181818185,0.34454545454545454,0.9216363475916498,0.8694546749062202,6.722222222222223e-06,9.935555555555555e-06,double_bottom_90d|downtrend,1,1,mixte,365,0,0,30,,,31.0,66.0,71.0,47.0,50.0,53.55,False,
CUSDT,C,Speculative,,0.0756,1443990.60487,-1.176,54.86469685238865,-0.0001898628328771343,0.063706,0.082482,2.098195100973365,0.3763297872340426,0.12528735632183902,1.338159841557813,0.18244321288603915,0.048902777777777774,0.08196944444444444,double_bottom_90d|double_top_90d|doji_4h,1,1,mixte,275,0,0,30,,,14.5,75.0,46.0,68.0,50.0,53.41,False,
VELODROMEUSDT,VELODROME,Speculative,,0.01671,489481.545098,-3.074,61.348939874260374,0.00029341934589219564,0.015232,0.023868550000000002,0.8073828942969213,0.40909090909090906,0.23409090909090902,1.58908439158367,0.8045376399212171,0.013615555555555554,0.019227777777777778,downtrend,0,1,baissier,365,0,0,30,,,17.0,84.0,65.0,47.0,37.5,53.38,False,
FOGOUSDT,FOGO,Mid,334,0.01995,2280780.64786,1.166,59.37382260148622,0.0004923686960798777,0.0202558,,0.7612224756122512,0.601158860453887,0.5024142926122646,0.775310867912029,0.48783615898213606,0.017370555555555556,0.0349,uptrend|doji_4h,1,0,haussier,94,0,0,60,,,23.6,54.0,55.0,74.0,62.5,53.34,False,Smart Contract Platform|Decentralized Finance (DeFi)|Layer 1 (L1)|Binance Alpha Spotlight
SYNUSDT,SYN,Speculative,,0.0522,712252.36932,-4.918,59.26007320089699,0.0004770365505318474,0.04822200000000001,0.061713,0.8934030738653175,0.6155187445510026,0.5414123801220575,0.9098074415774305,0.17942356266762113,0.045580555555555555,0.07080555555555555,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,17.0,66.0,49.0,57.5,75.0,53.3,False,
JTOUSDT,JTO,Mid,215,0.3226,724557.03009,-4.188,58.21882966358173,0.004829482778955188,0.289086,0.5220555,0.97111953315512,0.442018779342723,0.23826291079812204,0.43266269321814016,0.6144038722445828,0.25329722222222223,0.3581416666666667,,0,0,neutre,365,0,0,30,,,31.0,57.0,73.0,57.5,50,53.25,False,Decentralized Finance (DeFi)|Solana Ecosystem|Liquid Staking Governance Tokens|Multicoin Capital Portfolio|Alameda Research Portfolio
DYMUSDT,DYM,Speculative,,0.0202,8169121.56366,3.59,39.30377290596436,0.0006733620425760211,0.028356,0.069199,0.8993890587724296,0.7359375,0.6843750000000001,13.767532041986962,0.49100097939243764,0.020191666666666667,0.056563888888888886,macd_bullish_cross,1,0,haussier,365,0,0,30,,,17.0,55.0,55.0,78.5,62.5,53.23,False,
MIRAUSDT,MIRA,Speculative,,0.0859,512609.86289,-5.083,57.03444880734581,0.0012965339220067016,0.08192,0.16506900000000002,0.5847065323295,0.4982770503101309,0.4031702274293591,0.5266892992979356,0.6117112839105837,0.07654444444444444,0.12338055555555555,,0,0,neutre,205,0,0,30,,,12.6,66.0,79.0,57.5,50,53.17,False,
HIGHUSDT,HIGH,Speculative,,0.404,107432039.736671,245.299,90.453647826945,0.017649762739656447,0.13802,0.21882000000000001,3.6433551235488126,0.4977168949771689,0.0,119.04667674412245,0.2425878309334513,0.12238888888888888,0.20602777777777778,breakout_30d|macd_bullish_cross|downtrend,2,1,haussier,365,0,0,30,,,17.0,57.0,50.5,78.5,62.5,53.15,False,
NOTUSDT,NOT,Speculative,546,0.000397,811875.321201,-3.171,54.59886067840462,7.608730780608611e-06,0.00037604,0.00058852,0.864058134473597,0.398936170212766,0.29078014184397166,0.9147735803586071,0.7241051169776027,0.00034752777777777777,0.0005073333333333333,double_bottom_90d|double_top_90d,1,1,mixte,365,0,0,60,,,17.0,66.0,65.0,63.5,50.0,53.15,False,Gaming (GameFi)|Binance Launchpool|Meme|Play To Earn|TON Ecosystem
LAYERUSDT,LAYER,Speculative,,0.0855,729950.129559,-5.211,54.5951986576675,0.0009292371062717311,0.08311,0.1695265,0.6500527291374216,0.483068417415342,0.4049758120248791,0.9737644729004127,0.7764190327375108,0.07794166666666666,0.12950277777777777,uptrend,1,0,haussier,365,0,0,30,,,17.0,66.0,60.5,57.5,62.5,53.15,False,
XPLUSDT,XPL,Mid,145,0.117,10301214.36303,-13.78,50.354280245668505,-0.000456510524440807,0.10961800000000001,0.2082975,1.2228626131622957,0.4562973158981418,0.1727460426703373,0.49605850704337723,0.6326961324445779,0.08538055555555556,0.13488333333333336,macd_bearish_cross,0,1,baissier,206,0,0,30,,,26.6,57.0,62.5,78.5,37.5,53.13,False,
SOPHUSDT,SOPH,Speculative,701,0.0089,348050.01442,-4.404,55.35951352845086,9.264236042435342e-05,0.0086846,0.01470595,0.5580668597357604,0.3946188340807175,0.33034379671150976,0.8515670817866561,0.6934243823319756,0.008246944444444444,0.012213611111111113,doji_4h,0,0,neutre,326,0,0,60,,,15.9,66.0,79.0,53.0,50,52.94,False,Smart Contract Platform|BNB Chain Ecosystem|Polygon Ecosystem|Arbitrum Ecosystem|Layer 2 (L2)
EDENUSDT,EDEN,Speculative,,0.0354,858913.50316,-2.747,58.49797179865872,0.0007131565448765863,0.033686,0.08053800000000001,0.9638957682039707,0.5850556438791733,0.4340222575516693,1.212960412589716,0.5543554421333311,0.02968888888888889,0.05162222222222222,,0,0,neutre,201,0,0,30,,,12.5,75.0,59.5,57.5,50,52.93,False,
PHAUSDT,PHA,Speculative,682,0.0341,2340278.2774,-13.01,46.85420567131026,-0.0003831523906752405,0.035904,0.043862,1.1965056371888676,0.5240174672489083,0.2644628099173554,1.7598139123140886,0.40075437210222037,0.02426666666666667,0.043130555555555554,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,60,,,17.0,64.0,53.5,74.0,50.0,52.92,False,Artificial Intelligence (AI)|Infrastructure|Smart Contract Platform|Oracle|Polkadot Ecosystem
AIUSDT,AI,Speculative,,0.0236,3763967.81088,2.165,68.9786186099276,0.0006233987282667702,0.020348,0.043057,0.7567635252467573,0.5480519480519481,0.3766233766233766,7.897269137669861,0.7158848630005913,0.01851111111111111,0.03206666666666667,breakout_30d|double_top_90d|downtrend|doji_4h,1,2,baissier,365,0,0,30,,,17.0,75.0,51.5,68.0,37.5,52.85,False,
IQUSDT,IQ,Speculative,691,0.001133,537569.151173,-0.088,57.44103399823656,1.0718044339482584e-05,0.00111134,0.001666525,0.4376481465278355,0.37004950495049505,0.3032178217821782,0.997457772769276,0.8106689492469855,0.001053222222222222,0.001485388888888889,doji_4h,0,0,neutre,365,0,0,30,,,17.0,66.0,71.0,57.5,50,52.85,False,Artificial Intelligence (AI)|Big Data|Media|BNB Chain Ecosystem|Polygon Ecosystem
NEWTUSDT,NEWT,Speculative,,0.0762,579026.40601,-3.053,60.42167951550891,0.0012341050701414075,0.069356,0.1027815,0.7654200143194089,0.40093457943925226,0.28691588785046723,0.8628753366682571,0.6314200848818894,0.06462777777777778,0.09567222222222221,,0,0,neutre,299,0,0,30,,,15.2,66.0,73.0,57.5,50,52.79,False,
KGSTUSDT,KGST,Speculative,,0.0114,352764.83752,-0.262,49.70511912080109,-1.964413174286562e-06,0.011409,,0.06656450204279261,0.009615384615384678,0.003493449781659398,2.890121211500041,0.18899315365724903,0.011346388888888888,0.011456111111111111,resistance_test,0,1,baissier,116,0,0,30,,,10.2,72.0,94.0,47.0,37.5,52.76,False,
DOLOUSDT,DOLO,Speculative,,0.03556,1325018.227413,-0.168,59.079124732463285,0.00037773128760061516,0.0335336,0.050130600000000004,0.7431057781139842,0.47463577321397227,0.3644023170089521,0.463657064681513,0.5182721154466312,0.031403888888888884,0.04861861111111111,macd_bullish_cross|macd_bearish_cross|double_bottom_90d|double_top_90d|uptrend,3,2,haussier,235,0,0,30,,,13.4,57.0,68.5,68.0,60.0,52.66,False,
CTKUSDT,CTK,Speculative,679,0.1892,464953.37905,1.666,65.04833252298016,0.0023468671661518265,0.169492,0.24725049999999998,0.450307789043423,0.3781847133757961,0.2563694267515923,1.2553022798126816,0.6315296845718565,0.16042499999999998,0.24418055555555554,,0,0,neutre,365,0,0,30,,,17.0,66.0,83.5,47.0,50,52.62,False,
SOMIUSDT,SOMI,Speculative,690,0.1791,1080089.90407,-3.71,57.82213700546333,0.003451933113726705,0.174236,0.2898155,0.5783511402812915,0.5556868537666174,0.46883308714918764,0.4432852991293292,0.3813196996702521,0.1574861111111111,0.24733055555555555,double_bottom_90d|downtrend,1,1,mixte,229,0,0,60,,,13.3,57.0,70.0,74.0,50.0,52.55,False,Layer 1 (L1)|Gaming Blockchains|Binance HODLer Airdrops|Binance Alpha Spotlight
WCTUSDT,WCT,Speculative,,0.0601,748396.61958,-3.994,52.826560296360206,0.0007811015530717802,0.058730000000000004,0.0954505,0.8676407467908018,0.40022935779816515,0.31077981651376146,0.6551429321937968,0.6427622821438358,0.05488055555555556,0.07435555555555556,doji_4h,0,0,neutre,365,0,0,30,,,17.0,66.0,68.5,57.5,50,52.48,False,
HUMAUSDT,HUMA,Speculative,626,0.01913,2160946.62225,5.11,62.03426499057093,0.00048820913015016536,0.0160412,0.0227418,1.6585115754293347,0.5782237086584913,0.27610553697510215,0.7072782404378173,0.3728097070014086,0.012418333333333333,0.024325833333333335,bullish_engulfing_4h,1,0,haussier,328,0,0,30,,,16.0,66.0,43.0,68.0,62.5,52.42,False,
SAPIENUSDT,SAPIEN,Speculative,,0.0834,3628411.0416,-16.012,57.51663061981388,0.0025038299036930435,0.074544,,1.2288368402331695,0.5039001560062403,0.3385335413416537,3.0250778396979103,0.6790002766090895,0.06817777777777778,0.11615833333333334,,0,0,neutre,164,0,0,30,,,11.5,72.0,49.0,68.0,50,52.35,False,
GUSDT,G,Speculative,696,0.00385,495076.66397,-4.938,53.3618337368619,2.9547601823916697e-05,0.0037122,0.0050718,0.8904801870072764,0.40940766550522656,0.3170731707317074,0.7246115004820902,0.4333128000190411,0.003342222222222222,0.004705833333333334,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,66.0,68.5,47.0,62.5,52.25,False,
WAXPUSDT,WAXP,Speculative,658,0.00678,466197.23393,-2.865,55.31284780602429,5.313632553495396e-05,0.00655,0.00901325,1.2407984539608812,0.3167981961668545,0.22886133032694475,1.2637841976147157,0.6051319976977763,0.006186666666666667,0.008178888888888888,,0,0,neutre,365,0,0,30,,,17.0,75.0,62.5,47.0,50,52.17,False,
HYPERUSDT,HYPER,Speculative,,0.0997,945760.46804,-4.227,61.97475405665498,0.0017618833271380982,0.090798,0.133278,0.625095528590402,0.3852713178294574,0.22170542635658916,1.0252697649826654,0.6335644413948938,0.08494166666666667,0.1190888888888889,double_top_90d|downtrend,0,2,baissier,362,0,0,30,,,16.9,75.0,73.0,57.5,25.0,52.08,False,
ETHFIUSDT,ETHFI,Mid,117,0.487,4201109.3243,-7.238,53.8484047130952,0.00967117298758615,0.50222,0.73908,0.9234391023784358,0.3682588597842836,0.24499229583975352,0.7154243963049324,0.7174544898462176,0.43444444444444447,0.6039166666666667,macd_bullish_cross|double_top_90d,1,1,mixte,365,0,0,60,,,31.0,46.0,65.0,74.0,50.0,52.05,False,Decentralized Finance (DeFi)|Binance Launchpool|Arbitrum Ecosystem|Ethereum Ecosystem|Base Ecosystem
GNSUSDT,GNS,Speculative,,0.735,404989.05033,1.801,48.093862317306986,0.002716174480060656,0.7648600000000001,1.1168,0.4105333863293142,0.29603255340793494,0.26042726347914547,2.281224851026496,0.6554433016184533,0.7107222222222221,0.9376944444444444,macd_bullish_cross|macd_bearish_cross|double_bottom_90d|downtrend,2,2,mixte,365,0,0,30,,,17.0,64.0,83.5,47.0,50.0,52.02,False,
FTTUSDT,FTT,Speculative,,0.3091,496726.983093,-1.529,51.49434624536301,0.0014463066193149278,0.29207,0.5128865,0.5772701333780422,0.45288753799392095,0.39209726443769,0.7391338208318852,0.6603656464483519,0.27889722222222224,0.4296416666666667,double_bottom_90d|downtrend,1,1,mixte,365,0,0,30,,,17.0,66.0,79.0,47.0,50.0,51.95,False,
ARKUSDT,ARK,Speculative,616,0.1746,102537.5678,-3.215,54.71789775969373,0.0015880689692078995,0.171508,0.2528145,0.4487159174216775,0.39878234398782336,0.3340943683409437,0.622870885805696,0.8667828040223106,0.16341111111111112,0.2465166666666667,doji_4h,0,0,neutre,365,0,0,60,,,17.0,66.0,71.0,53.0,50,51.95,False,Layer 1 (L1)
STORJUSDT,STORJ,Speculative,,0.1039,349495.9835,-3.349,58.72408585649978,0.0011420369018187875,0.09606400000000001,0.1330875,0.6487598419732925,0.35104790419161674,0.22080838323353294,0.5347197267465489,0.7218422707818984,0.09011111111111111,0.12212222222222222,double_bottom_90d|doji_4h,1,0,haussier,365,0,0,30,,,17.0,66.0,65.0,47.0,62.5,51.73,False,
TURTLEUSDT,TURTLE,Speculative,,0.0487,958320.3557,1.037,65.13846959688973,0.0007597009446038033,0.043019999999999996,,0.8009747001503913,0.4549295774647887,0.3112676056338028,1.0801272528775827,0.39508827824349807,0.03956666666666667,0.05626666666666666,double_bottom_90d|uptrend,2,0,haussier,179,0,0,30,,,11.9,54.0,68.5,57.5,75.0,51.61,False,
REDUSDT,RED,Mid,467,0.139,919654.19724,-5.442,49.943873941536275,-0.0005214518293833355,0.13317199999999998,0.2364915,2.2587859193892155,0.6218208625138223,0.47917434574272016,1.132662813966184,0.41865416440649955,0.11219166666666666,0.23529166666666665,macd_bearish_cross,0,1,baissier,365,0,0,30,,,31.0,75.0,38.5,57.5,37.5,51.6,False,Infrastructure|Oracle|Binance Launchpool|Ethereum Ecosystem|Real World Assets (RWA)
PONDUSDT,POND,Speculative,,0.0025,358928.23488,0.402,67.06603508712266,3.610247890743889e-05,0.0022919999999999998,0.0039415,0.4180882627620629,0.444743935309973,0.3261455525606469,2.018053916834403,0.8405298438340613,0.0021819444444444447,0.0032611111111111113,double_top_90d|doji_4h,0,1,baissier,365,0,0,30,,,17.0,75.0,71.0,47.0,37.5,51.57,False,
TKOUSDT,TKO,Speculative,,0.0686,436174.74216,-1.719,79.89604250356125,0.0015762975205942933,0.055335999999999996,0.088628,0.4860515345882017,0.41260404280618307,0.18668252080856115,1.6629683000942679,0.8243333715167375,0.05164166666666667,0.07675555555555555,,0,0,neutre,365,0,0,30,,,17.0,66.0,75.5,47.0,50,51.43,False,
IOTAUSDT,IOTA,Mid,159,0.0578,1363152.0072,-6.016,49.04184570540052,0.0004112394745939443,0.060672,0.096825,0.6818361473305565,0.4046822742474916,0.3511705685618729,0.7304075996829849,0.7246441676719114,0.05602222222222222,0.08217222222222223,macd_bullish_cross|macd_bearish_cross|double_bottom_90d|double_top_90d,2,2,mixte,365,0,0,60,,,31.0,46.0,60.5,74.0,50.0,51.38,False,Infrastructure|Smart Contract Platform|Decentralized Finance (DeFi)|Layer 1 (L1)|DePIN
ASTRUSDT,ASTR,Mid,378,0.008066,466151.2489035,-2.878,57.22250952091027,8.385107234867621e-05,0.007608660000000001,0.011583965,0.7118614138749674,0.3915298184961106,0.3000864304235092,0.6141796988348038,0.7116455939936358,0.007124944444444444,0.010195722222222222,downtrend,0,1,baissier,365,0,0,60,,,31.0,66.0,60.5,53.0,37.5,51.3,False,Smart Contract Platform|Polkadot Ecosystem|Layer 1 (L1)|Ethereum Ecosystem|Layer 2 (L2)
KMNOUSDT,KMNO,Mid,307,0.0218,539649.43801,-2.895,56.54984211958192,0.0005690771094932252,0.0202474,0.04492555,0.9905581674142656,0.6919266055045872,0.5990825688073395,0.7058406971141218,0.7210417550626274,0.017949444444444445,0.042126111111111114,downtrend|doji_4h,0,1,baissier,348,0,0,60,,,30.5,66.0,47.0,63.5,37.5,51.28,False,Decentralized Finance (DeFi)|Lending/Borrowing Protocols|Solana Ecosystem|Binance Alpha Spotlight
QUICKUSDT,QUICK,Speculative,,0.01163,123507.0549,-0.937,68.9135752399049,0.0002301602507015488,0.0102522,0.012902100000000001,0.5804507661657443,0.34679334916864607,0.07680126682501982,0.6148457743390856,0.7551562458658082,0.008883333333333333,0.011739166666666667,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,17.0,57.0,80.0,47.0,62.5,51.27,False,
STRKUSDT,STRK,Mid,174,0.0356,2369788.891688,-4.813,51.33431596399392,0.000582545179008733,0.036618,0.0861,0.6784755392600869,0.6085365853658538,0.5646341463414634,0.6334007075149437,0.7958371351137205,0.033586111111111115,0.06673611111111111,double_bottom_90d,1,0,haussier,365,0,0,60,,,31.0,46.0,47.0,74.0,62.5,51.23,False,Infrastructure|Smart Contract Platform|Solana Ecosystem|Ethereum Ecosystem|Layer 2 (L2)
ZROUSDT,ZRO,Mid,106,1.884,2912497.5614,-5.847,46.0141785918104,-0.002564923679062246,1.98746,1.710865,0.9989227222572099,0.355857832382624,0.18287937743190671,0.22558424854340506,0.5033934410918435,1.5804166666666668,2.1978055555555556,macd_bearish_cross|double_bottom_90d|downtrend|doji_4h,1,2,baissier,365,0,0,60,,,31.0,45.0,73.0,74.0,37.5,51.08,False,Smart Contract Platform|BNB Chain Ecosystem|Avalanche Ecosystem|Polygon Ecosystem|Arbitrum Ecosystem
GIGGLEUSDT,GIGGLE,Speculative,565,36.29,34157511.53449,-8.956,58.996364703182834,1.4459642404114081,28.0564,,1.9888913431871904,0.6178469241773962,0.31437768240343344,4.656733641094209,0.6039929881847118,23.672222222222224,47.83416666666667,downtrend,0,1,baissier,176,0,0,30,,,11.8,72.0,38.5,78.5,37.5,51.06,False,BNB Chain Ecosystem|Meme
NILUSDT,NIL,Speculative,,0.03951,1890629.790077,-5.001,54.58131743852119,0.0012772248197971368,0.041894999999999995,0.10876324999999999,1.085794580835492,0.5652777777777778,0.4481944444444444,2.1319869045232807,0.629587476877351,0.033467222222222225,0.06658611111111111,,0,0,neutre,365,0,0,30,,,17.0,64.0,49.0,68.0,50,51.05,False,
WOOUSDT,WOO,Speculative,589,0.0188,497399.31035,-4.569,57.8574480715896,0.00024814431532038845,0.017627999999999998,0.0274905,0.7779856589909385,0.44765342960288806,0.31407942238267145,0.8405146309142281,0.8552589870658376,0.01603333333333333,0.023325,uptrend,1,0,haussier,365,0,0,30,,,17.0,66.0,60.5,47.0,62.5,51.05,False,Decentralized Exchange (DEX)|Exchange-based Tokens|Decentralized Finance (DeFi)|Automated Market Maker (AMM)|BNB Chain Ecosystem
SEIUSDT,SEI,Mid,123,0.05632,5532270.208183,-6.086,48.61038716626229,0.0008399053181558742,0.0602538,0.12064045,0.7085028100966411,0.5466908431550317,0.48640072529465095,0.928599807438977,0.7995383247607012,0.05388138888888889,0.09905833333333333,,0,0,neutre,365,0,0,30,,,31.0,46.0,51.5,78.5,50,50.93,False,
DGBUSDT,DGB,Mid,324,0.00453,176697.051322,-3.822,54.752466812628064,-1.6161011267765417e-06,0.0042382,0.0057806,0.6588859908034594,0.41576506955177744,0.2905718701700154,0.5261608545211562,0.7692844945574925,0.003936388888888889,0.005646111111111111,macd_bearish_cross|double_top_90d|doji_4h,0,2,baissier,4481,0,0,30,,,41.0,66.0,65.0,47.0,25.0,50.9,False,Internet of Things (IOT)|Smart Contract Platform|Layer 1 (L1)|Proof of Work (PoW)|Made in USA
WUSDT,W,Mid,362,0.0125,2765644.28776,-6.716,39.772884916372405,0.00015257032832740507,0.01572,0.039256,0.7523497132762492,0.6458333333333333,0.6220238095238095,1.5233170230859725,0.7532945387020151,0.01308611111111111,0.02756111111111111,macd_bullish_cross|downtrend,1,1,mixte,365,0,0,30,,,31.0,55.0,47.0,68.0,50.0,50.85,False,
AMPUSDT,AMP,Mid,342,0.000903,1591655.893629,-2.694,35.66636071497628,1.616715670987802e-05,0.00116454,0.00190033,0.7223895199197772,0.6030103480714957,0.5790216368767639,1.921081182357534,0.7604721381538875,0.0009146388888888889,0.001916722222222222,doji_4h,0,0,neutre,365,0,0,30,,,31.0,55.0,47.0,68.0,50,50.85,False,Decentralized Finance (DeFi)|Near Protocol Ecosystem|Ethereum Ecosystem|Payment Solutions|Alleged SEC Securities
CITYUSDT,CITY,Speculative,,0.662,747106.48373,-3.919,68.97198008855591,0.01810624835558191,0.56732,0.64524,0.53436833668553,0.30097087378640774,0.08183079056865457,0.8368510818224677,0.5250436555179879,0.5103333333333333,0.6885277777777777,double_top_90d,0,1,baissier,365,0,0,30,,,17.0,57.0,88.0,57.5,37.5,50.83,False,
