symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,categories
PLUMEUSDT,PLUME,Mid,402,0.01188,3777849.04029,-5.036,62.7832823729961,0.00030316985809709305,0.0107774,0.027875999999999998,0.7479085150151569,0.4233247422680413,0.2293814432989691,2.082725945647477,0.6239570579871944,0.009310833333333332,0.014551944444444444,downtrend,0,1,baissier,244,0,0,60,,,27.7,84.0,73.0,74.0,37.5,62.11,False,Smart Contract Platform|BNB Chain Ecosystem|Layer 1 (L1)|Ethereum Ecosystem|Real World Assets (RWA)
HOTUSDT,HOT,Mid,353,0.000426,577657.103261,-2.961,56.22689565960464,4.240761907882197e-06,0.00041282,0.0005132,0.524602541787921,0.2597938144329897,0.1154639175257732,1.1430661606259547,0.6077912339614007,0.00037497222222222223,0.0004766111111111111,macd_bullish_cross|double_bottom_90d|double_top_90d,2,1,haussier,365,0,0,30,,,31.0,75.0,83.5,57.5,62.5,62.1,False,
TREEUSDT,TREE,Speculative,,0.0719,17860474.69467,3.009,62.810681793118654,0.001470197200973928,0.06443,0.112002,0.6816086965328004,0.5078671328671328,0.39510489510489516,12.824806567982085,0.5454049290688847,0.059069444444444445,0.09120555555555555,uptrend,1,0,haussier,264,0,0,30,,,14.2,84.0,59.5,78.5,62.5,62.05,False,
AVNTUSDT,AVNT,Mid,459,0.1532,298438236.55161,4.716,56.740833315947484,0.0028817707151322204,0.147194,0.34967750000000003,0.7860025038045191,0.6157666045934203,0.5341402855369335,232.8555354105732,0.6558988682782482,0.13135833333333333,0.2738583333333333,downtrend|bullish_engulfing_4h,1,1,mixte,216,0,0,30,,,26.9,84.0,55.0,78.5,50.0,62.03,False,Decentralized Finance (DeFi)|Derivatives|Perpetuals|Base Ecosystem|Binance HODLer Airdrops
NEIROUSDT,NEIRO,Speculative,574,8.704e-05,10643060.24290898,-15.124,59.948838255225574,5.081980133279432e-06,6.55208e-05,0.0001200136,1.9757435118665294,0.5718809373020899,0.2996358454718176,2.5798514271519593,0.5734226718337364,5.6711944444444444e-05,0.00011023777777777779,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,84.0,43.0,78.5,75.0,62.0,False,BNB Chain Ecosystem|Meme|Ethereum Ecosystem|Base Ecosystem|Dog-Themed
NEOUSDT,NEO,Mid,178,2.907,1019733.71567,-4.501,55.90381592043961,0.01886007541028701,2.7093000000000003,3.7866750000000002,0.6233387203467129,0.3554489741540101,0.21982414068745007,0.8853182948146543,0.7898804854960292,2.5367777777777776,3.4493888888888886,double_bottom_90d,1,0,haussier,3470,0,0,60,,,41.0,66.0,65.0,74.0,62.5,61.92,False,Smart Contract Platform|Proof of Stake (PoS)|Made in China
AEVOUSDT,AEVO,Speculative,,0.0264,1142001.424095,-0.752,63.5298512658162,0.0004507474396740714,0.024096000000000003,0.042003000000000006,0.651011937905424,0.4603580562659847,0.32480818414322254,1.596782890447516,0.3986158916052087,0.022475,0.034586111111111116,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,68.5,68.0,62.5,61.85,False,
PEPEUSDT,PEPE,Etabli,54,3.8e-06,51074808.9143995,-7.317,56.9018235299336,4.89062753131682e-08,3.4854e-06,4.9345e-06,0.7603112900097294,0.39583333333333337,0.2727272727272728,0.8558982470879104,0.7273504444196587,3.283888888888889e-06,4.838611111111111e-06,double_bottom_90d|downtrend,1,1,mixte,365,0,0,30,,,45.0,66.0,65.0,78.5,50.0,61.75,False,BNB Chain Ecosystem|Avalanche Ecosystem|Meme|Arbitrum Ecosystem|Ethereum Ecosystem
SUPERUSDT,SUPER,Mid,349,0.1199,1467081.5327,-5.887,55.280430951028414,0.0016040001444724548,0.113696,0.22558599999999998,1.0101377664456785,0.51998001998002,0.3976023976023976,1.5130287953593644,0.683520206660912,0.10515555555555556,0.17674722222222222,uptrend,1,0,haussier,365,0,0,30,,,31.0,84.0,49.0,68.0,62.5,61.73,False,
ASTERUSDT,ASTER,Etabli,52,0.67,14440168.54,-2.616,49.08440209622046,0.002248822298081703,0.6837000000000001,,0.29083420102732144,0.30973451327433627,0.11243386243386239,0.6845241594001086,0.6756048031696832,0.5751944444444445,0.7311111111111112,double_top_90d,0,1,baissier,195,1,0,70,51,4,58.3,54.0,83.5,78.5,37.5,61.72,False,Decentralized Exchange (DEX)|Exchange-based Tokens|Decentralized Finance (DeFi)|BNB Chain Ecosystem|Perpetuals
LDOUSDT,LDO,Mid,131,0.398,3853642.701061,-6.879,64.81168874235797,0.010612710527241654,0.316824,0.5681889999999999,0.9642377926991277,0.49838767466857753,0.27481189537800077,0.8145072140218776,0.8164705138584882,0.2891194444444445,0.4877194444444444,double_bottom_90d,1,0,haussier,365,0,0,60,0,2,40.0,66.0,65.0,74.0,62.5,61.72,False,Infrastructure|Decentralized Finance (DeFi)|Polygon Ecosystem|Arbitrum Ecosystem|Ethereum Ecosystem
MUBARAKUSDT,MUBARAK,Speculative,,0.01455,2963647.372609,-6.25,61.107344703639136,0.0004922210584230513,0.0132316,0.017908649999999998,0.9937711142799373,0.4698736637512148,0.2910592808551992,1.4185695518349417,0.5965370930271575,0.0114375,0.019058055555555554,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,75.0,73.0,68.0,75.0,61.7,False,
DYDXUSDT,DYDX,Mid,250,0.13608,10802669.33465,0.972,76.03774079410786,0.004940841621963168,0.094892,0.20259799999999997,1.1638748388709679,0.5518788558609086,0.19248457655636564,3.5770399835156197,0.7017659150082173,0.08504166666666667,0.1583913888888889,macd_bullish_cross|double_bottom_90d|uptrend,3,0,haussier,365,0,0,30,,,31.0,66.0,45.5,78.5,87.5,61.65,False,Decentralized Exchange (DEX)|Smart Contract Platform|Exchange-based Tokens|Decentralized Finance (DeFi)|Cosmos Ecosystem
OPENUSDT,OPEN,Mid,479,0.2285,4211821.56307,2.974,71.62717017212843,0.004842365962596797,0.166156,0.225469,0.8757883075503636,0.2488088935944945,0.019388194743644997,1.0379010737879013,0.49287766239775826,0.14424722222222222,0.194475,uptrend,1,0,haussier,223,0,0,30,,,27.1,66.0,89.5,68.0,62.5,61.62,False,
TLMUSDT,TLM,Speculative,,0.001883,7313447.782695,2.784,68.57965233602086,3.180169933174418e-05,0.00168772,0.002368035,0.5409264246748338,0.3560295324036095,0.22108285479901557,8.348592889929595,0.6081927226820854,0.0015826944444444445,0.0022265,,0,0,neutre,365,0,0,30,,,17.0,75.0,83.5,78.5,50,61.62,False,
RADUSDT,RAD,Speculative,,0.251,7271668.4803,5.462,73.48785358837821,0.003499776931926188,0.22698000000000002,0.32066,0.41383044443135714,0.329073482428115,0.21086261980830673,6.92942822257155,0.4047546121947872,0.21711111111111112,0.2861388888888889,doji_4h,0,0,neutre,365,0,0,30,,,17.0,75.0,83.5,78.5,50,61.62,False,
ATOMUSDT,ATOM,Etabli,77,1.791,1358679.34482,-3.137,52.11799096392816,0.012987276214602349,1.7835400000000001,2.36371,0.39516601754434627,0.32980456026058635,0.26954397394136803,0.34588120407443723,0.7067732566377675,1.6989722222222223,2.3177777777777777,double_bottom_90d,1,0,haussier,365,0,0,60,,,45.0,57.0,75.5,74.0,62.5,61.6,False,Smart Contract Platform|BNB Chain Ecosystem|Cosmos Ecosystem|Terra Ecosystem|Canto Ecosystem
LPTUSDT,LPT,Mid,269,2.15,2075987.87304,-4.444,51.92905728729395,0.02325067370766567,2.18698,3.4182799999999998,0.5965886652648518,0.453551912568306,0.40819672131147544,2.516285937011664,0.6323234547373642,2.0509444444444447,2.958111111111111,,0,0,neutre,2756,0,0,60,,,41.0,64.0,79.0,74.0,50,61.55,False,Artificial Intelligence (AI)|Harmony Ecosystem|Arbitrum Ecosystem|Ethereum Ecosystem|DePIN
CYBERUSDT,CYBER,Speculative,606,0.552,4521306.93882,-0.898,61.64534224146259,0.007706485151103129,0.52628,0.767,0.5159458864525186,0.4412811387900356,0.34045077105575317,5.058947659376589,0.6712308908205389,0.4902222222222222,0.7194166666666667,,0,0,neutre,365,0,0,30,,,17.0,84.0,79.0,68.0,50,61.55,False,Artificial Intelligence (AI)|Smart Contract Platform|SocialFi|NFT|BNB Chain Ecosystem
ETCUSDT,ETC,Etabli,59,8.51,2636616.5672,-4.059,51.86124057944126,0.03601945453376485,8.4078,11.97355,0.6204682582963171,0.3449709060681629,0.28761429758935986,0.5387216709669544,0.8586362698708523,8.016944444444444,10.846666666666668,uptrend,1,0,haussier,365,0,0,30,,,45.0,66.0,65.0,68.0,62.5,61.52,False,
SUIUSDT,SUI,Etabli,30,0.9599,33799342.97023,-6.524,54.438954168773314,0.010855931189310244,0.934468,1.558367,0.6612228615251546,0.4600178548654508,0.38273179441397787,0.6775706137493224,0.9065191244579407,0.865175,1.3435444444444444,,0,0,neutre,365,0,0,60,,,45.0,66.0,54.5,84.5,50,61.38,False,Smart Contract Platform|Binance Launchpool|Layer 1 (L1)|Sui Ecosystem|Coinbase Ventures Portfolio
ONGUSDT,ONG,Speculative,545,0.08465,2006110.05418,5.378,54.98921254490786,-0.0009855682090524802,0.0696402,0.08819955,1.922493134921104,0.3299528301886792,0.17544712286158629,4.943610182927837,0.43673503841523115,0.059027777777777776,0.09039416666666666,macd_bearish_cross|double_bottom_90d|uptrend,2,1,haussier,2849,0,0,30,,,27.0,84.0,52.0,68.0,62.5,61.38,False,Smart Contract Platform|Layer 1 (L1)
ATMUSDT,ATM,Speculative,,1.184,904680.08569,-1.987,64.67855651868425,0.021986906598980865,1.1178400000000002,1.076725,0.45481862552614905,0.35413929040735875,0.2201051248357424,1.1174093289592177,0.1916506675389852,0.8974166666666668,1.4391944444444444,doji_4h,0,0,neutre,365,0,0,30,,,17.0,91.0,77.5,57.5,50,61.33,False,
NMRUSDT,NMR,Mid,412,8.7,1467209.1946,-0.911,65.25086587138037,0.07717843016528736,7.6712,9.999450000000001,0.659476768035402,0.36746987951807236,0.12148594377510048,1.4478922766614253,0.6217461150400432,6.9863888888888885,9.530277777777776,,0,0,neutre,3224,0,0,60,,,41.0,66.0,73.0,74.0,50,61.25,False,Decentralized Finance (DeFi)|Analytics|Ethereum Ecosystem|Paradigm Portfolio|DragonFly Capital Portfolio
COMPUSDT,COMP,Mid,160,26.15,7205216.53007,2.71,85.8159843512245,0.8661442739259448,18.8354,26.22565,0.6401390330538159,0.38065522620904835,0.0,5.245015841062058,0.6420771327281599,16.5525,24.0675,breakout_30d,1,0,haussier,365,0,0,60,0,0,31.0,57.0,77.5,84.5,62.5,61.2,False,Decentralized Finance (DeFi)|Yield Farming|BNB Chain Ecosystem|Lending/Borrowing Protocols|Avalanche Ecosystem
MASKUSDT,MASK,Mid,482,0.474,902248.5254,-2.669,58.55573432933116,0.004983751794911963,0.44284,0.632515,0.6753243765454847,0.38854489164086686,0.26470588235294124,1.3253859553738636,0.8382976770903745,0.41341666666666665,0.5884444444444444,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,31.0,75.0,65.0,57.5,75.0,61.2,False,
SKLUSDT,SKL,Speculative,511,0.00721,6619247.46134,-11.642,59.481109807727876,0.00011999605286186736,0.0065098,0.01143375,1.1140548388577365,0.4678471575023299,0.3196644920782852,4.632631339739861,0.7059230300124961,0.006081388888888889,0.009322777777777779,macd_bullish_cross|macd_bearish_cross|double_bottom_90d,2,1,haussier,365,0,0,30,,,17.0,84.0,50.0,78.5,62.5,61.18,False,Smart Contract Platform|Gaming (GameFi)|Layer 1 (L1)|Ethereum Ecosystem|Modular Blockchain
1000SATSUSDT,1000SATS,Speculative,,1.533e-05,5704006.82590679,-14.214,64.99673653848106,7.271067354018423e-07,1.16226e-05,1.697685e-05,1.4835069926113729,0.38541033434650457,0.1454054054054054,3.502806229457552,0.5859348232771258,1.0466111111111112e-05,1.5799999999999998e-05,doji_4h,0,0,neutre,365,0,0,30,,,17.0,84.0,62.5,78.5,50,61.18,False,
MITOUSDT,MITO,Speculative,,0.03977,897537.929776,2.898,58.612957378602026,0.0003257878541660299,0.038043,0.0703589,0.5164499173311918,0.5019517131704495,0.42691918461760875,2.0443033793776286,0.6716750873777636,0.03584194444444445,0.05946166666666667,macd_bullish_cross|double_bottom_90d,2,0,haussier,233,0,0,30,,,13.4,84.0,70.0,57.5,75.0,61.13,False,
API3USDT,API3,Mid,423,0.4164,25899712.480995,32.19,83.53263550651599,0.011335740091843623,0.284558,0.453558,1.1007109358136824,0.3728164632687246,0.0007178750897343072,30.51893423829394,0.6054648487432011,0.2693583333333333,0.39005833333333334,breakout_30d,1,0,haussier,365,0,0,30,0,0,31.0,66.0,67.0,78.5,62.5,61.12,False,Decentralized Finance (DeFi)|Oracle|Ethereum Ecosystem|DWF Labs Portfolio|Pantera Capital Portfolio
THETAUSDT,THETA,Mid,165,0.234,13775690.0707,9.859,75.36231295215471,0.007814393840101786,0.17387999999999998,0.31886,0.9440175652234307,0.5572755417956656,0.27554179566563464,8.510207609931891,0.7657106114371772,0.15544444444444444,0.2663611111111111,breakout_30d,1,0,haussier,3047,1,0,60,,,41.0,66.0,56.0,76.5,62.5,61.08,False,Artificial Intelligence (AI)|Smart Contract Platform|Layer 1 (L1)|DePIN|Theta Ecosystem
PNUTUSDT,PNUT,Mid,434,0.0574,8153703.93873,-12.766,61.08283824814829,0.0026205366115069563,0.044802,0.082399,1.6196581458085482,0.5006622516556292,0.22649006622516554,3.0999246975464865,0.6418592799929675,0.04020555555555556,0.06944166666666667,doji_4h,0,0,neutre,365,0,0,30,,,31.0,84.0,43.0,78.5,50,61.05,False,Solana Ecosystem|Meme|Solana Meme|Pump.fun Ecosystem|Zoo-Themed
KAITOUSDT,KAITO,Mid,261,0.4636,1416813.39746,-5.349,62.922229128244794,0.004857302659974985,0.39041800000000004,0.6098125,0.7180417723899069,0.3895615866388309,0.0464973371569029,0.3374369591451374,0.6026408315524847,0.30577499999999996,0.44776388888888885,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,60,,,31.0,57.0,77.5,74.0,75.0,60.97,False,Artificial Intelligence (AI)|Analytics|Launchpad|Base Ecosystem|Binance HODLer Airdrops
ARKMUSDT,ARKM,Mid,329,0.1295,6938902.0926,3.105,68.37243160122645,0.0037916796166547347,0.10524000000000001,0.210585,0.880956113349569,0.5,0.3154255319148936,2.7047825661403238,0.7473731680068321,0.09672222222222222,0.16187222222222222,rsi_bearish_divergence|double_bottom_90d,1,1,mixte,365,0,0,60,,,31.0,75.0,51.5,84.5,50.0,60.83,False,Artificial Intelligence (AI)|Exchange-based Tokens|Analytics|Derivatives|Perpetuals
ANKRUSDT,ANKR,Mid,458,0.00518,1202331.172589,-3.896,52.63130458873963,-1.3023137463817524e-05,0.0048618,0.0070498,0.7723556140568347,0.38124054462934953,0.21028744326777618,1.0102486461877085,0.5183976194086743,0.004236944444444444,0.006098055555555555,double_bottom_90d|double_top_90d,1,1,mixte,365,0,0,30,,,31.0,75.0,73.0,68.0,50.0,60.75,False,
MOVRUSDT,MOVR,Speculative,730,2.274,27043195.419356,-36.622,70.49717452809111,0.1471789525112358,1.26504,2.5047200000000003,2.7936836287127003,0.5882352941176471,0.19019876627827284,21.750196092790915,0.4175447488106147,1.1154166666666667,2.2576111111111112,,0,0,neutre,365,0,0,70,8,7,34.7,75.0,43.0,86.5,50,60.68,False,Smart Contract Platform|Layer 1 (L1)|Moonriver Ecosystem|YZi Labs (Prev. Binance Labs) Portfolio|Meter Ecosystem
IOUSDT,IO,Speculative,572,0.1183,3202918.050836,0.51,62.87279566674236,0.002545534410715123,0.107662,0.19408550000000002,0.794738735696384,0.4251497005988024,0.28682634730538925,1.6538061814216525,0.7406452075651626,0.09905555555555556,0.1455861111111111,,0,0,neutre,365,0,0,60,,,17.0,84.0,65.0,74.0,50,60.65,False,Artificial Intelligence (AI)|Internet of Things (IOT)|Binance Launchpool|Solana Ecosystem|DePIN
LTCUSDT,LTC,Etabli,25,55.77,13577881.86386,-2.02,55.675752530077744,0.2905117919671117,54.7592,74.65515,0.3627054266201997,0.28262711864406775,0.2086158192090395,0.4313471440082211,0.8990298771506325,52.083333333333336,65.38444444444445,doji_4h,0,0,neutre,365,0,0,30,,,45.0,57.0,75.5,78.5,50,60.62,False,
INITUSDT,INIT,Speculative,,0.0962,3262936.69482,5.714,64.68277713532039,0.0014843134045609964,0.08270799999999999,0.1118365,0.7405944156267391,0.43188137164040774,0.25765907305577374,2.2116153511528913,0.34154523463062436,0.07116666666666666,0.10337777777777778,,0,0,neutre,360,0,0,30,,,16.9,84.0,73.0,68.0,50,60.62,False,
ADXUSDT,ADX,Speculative,,0.0849,1554884.8986,4.428,69.83211596931199,0.000868801792435464,0.073086,0.09458450000000002,0.5849234107448428,0.3322751322751322,0.10793650793650794,1.1225433692216336,0.6839698532335152,0.06801944444444445,0.08866111111111112,breakout_30d|uptrend,2,0,haussier,365,0,0,30,,,17.0,66.0,83.5,68.0,75.0,60.58,False,
OGNUSDT,OGN,Speculative,,0.02314,1003269.37541,-2.074,58.62006250681158,0.0002915069649881843,0.0219344,0.0323009,0.5478695874090401,0.38838709677419353,0.24903225806451618,0.9543564990849099,0.4424407253602143,0.019640555555555557,0.02948861111111111,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,66.0,83.5,68.0,75.0,60.58,False,
CAKEUSDT,CAKE,Mid,103,1.552,7316194.54795,-4.551,55.74858401294794,0.0104356651025906,1.42428,1.988065,0.5629679094768713,0.405365126676602,0.23546944858420268,0.9194634082982447,0.8638711242845394,1.2704722222222222,1.8079444444444444,double_bottom_90d|resistance_test,1,1,mixte,365,0,0,30,,,31.0,66.0,75.5,78.5,50.0,60.53,False,
POLYXUSDT,POLYX,Mid,397,0.0515,714661.05185,-5.505,57.0426045264214,0.0002972929442060339,0.04568,0.060968999999999995,0.8178239949980799,0.3417085427135678,0.13232830820770525,1.1045256198257092,0.5775525809306575,0.0405,0.05621388888888888,uptrend,1,0,haussier,365,0,0,30,,,31.0,75.0,73.0,57.5,62.5,60.52,False,
SANTOSUSDT,SANTOS,Speculative,,1.256,3011423.25139,5.017,63.01683686717682,0.0328184440524186,1.1625400000000001,1.6234899999999999,0.8571308735764798,0.6008130081300813,0.4865853658536586,4.0013046102216085,0.43596142884004124,1.0293055555555555,2.223416666666667,breakout_30d|doji_4h,1,0,haussier,365,0,0,30,,,17.0,84.0,59.5,68.0,62.5,60.5,False,
SSVUSDT,SSV,Speculative,564,2.605,1852560.534287,-5.582,59.07531062136621,0.07569185113326507,2.4901,3.84022,0.8507288738438489,0.5393356643356643,0.4226398601398601,1.6886914320831177,0.6577831423852875,2.210027777777778,4.099138888888889,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,84.0,59.5,68.0,62.5,60.5,False,Decentralized Finance (DeFi)|Ethereum Ecosystem|Restaking|Coinbase Ventures Portfolio|OKX Ventures Portfolio
DASHUSDT,DASH,Mid,111,34.91,8389046.04207,-6.882,48.66345753885232,-0.09778415156131359,33.9364,46.87375,1.2481048304783182,0.6041086812458581,0.5325381047051027,0.5971366344209617,0.7057257927255915,30.985,58.02388888888889,macd_bearish_cross|double_bottom_90d|doji_4h,1,1,mixte,4472,0,0,70,0,3,52.0,66.0,36.5,86.5,50.0,60.48,False,Masternodes|Payment Solutions|Alleged SEC Securities|Proof of Stake (PoS)|Proof of Work (PoW)
SUSHIUSDT,SUSHI,Mid,427,0.2146,1001910.33495,-3.507,61.47104601917897,0.0032605548550463485,0.20027,0.3335035,0.5865765980792567,0.4074896858140273,0.31418597270707715,1.4306561515651233,0.8524501072475594,0.1890361111111111,0.27863055555555555,,0,0,neutre,365,0,0,30,,,31.0,75.0,71.0,68.0,50,60.45,False,
1000CATUSDT,1000CAT,Speculative,,0.00189,815435.406162,-5.97,58.3187139295038,4.072562851841226e-05,0.0017038,0.0031484499999999997,0.9848671879582201,0.4580419580419581,0.3321678321678322,1.6758069138443124,0.7596111855900625,0.0015777777777777778,0.0024749999999999998,double_bottom_90d|uptrend|doji_4h,2,0,haussier,365,0,0,30,,,17.0,84.0,60.5,57.5,75.0,60.42,False,
AAVEUSDT,AAVE,Etabli,51,111.78,14446949.98693,-5.094,61.15830483923815,3.11055084667945,105.9206,161.2513,0.8112561439843006,0.45206147840936817,0.3094657233471579,0.8610911308791637,0.7876574969783318,94.5225,147.08972222222224,downtrend,0,1,baissier,365,0,0,60,0,0,45.0,66.0,60.5,84.5,37.5,60.4,False,Decentralized Finance (DeFi)|Yield Farming|BNB Chain Ecosystem|Lending/Borrowing Protocols|Avalanche Ecosystem
ORDIUSDT,ORDI,Mid,254,5.326,58765976.88368,-15.42,63.261204298638965,0.4957491194876841,2.72046,3.978145,3.652834558216123,0.5138920262028461,0.3418642873914065,11.391719145730779,0.36473495785002863,2.269972222222222,4.397861111111111,doji_4h,0,0,neutre,365,0,0,30,,,31.0,84.0,38.5,78.5,50,60.38,False,Solana Ecosystem|Meme|BRC-20|Bitcoin Ecosystem|Inscriptions
BIOUSDT,BIO,Mid,480,0.0269,10256321.29663,-15.409,60.03356261027553,0.0015304542752647412,0.020116000000000002,0.0489555,1.957791709732129,0.6830708661417322,0.4704724409448819,2.2891653032634083,0.43565848043811245,0.01721111111111111,0.04256388888888889,,0,0,neutre,365,0,0,30,,,31.0,84.0,38.5,78.5,50,60.38,False,
BANDUSDT,BAND,Speculative,552,0.226,1002630.352,-4.237,57.76353129327687,0.002780406374968966,0.21552,0.34462000000000004,0.5610785347893604,0.4078549848942598,0.31419939577039274,1.7217247395008177,0.7959634834264208,0.2016388888888889,0.2853333333333333,double_bottom_90d|double_top_90d,1,1,mixte,365,0,0,30,,,17.0,84.0,71.0,68.0,50.0,60.35,False,Decentralized Finance (DeFi)|Oracle|Fantom Ecosystem|Ethereum Ecosystem|Binance Launchpad
PAXGUSDT,PAXG,Etabli,41,4794.12,12361095.163614,-1.084,53.47824803756576,23.319381024322574,4826.295999999999,4535.02375,0.3191435234035303,0.20389067843254013,0.13487444621894984,0.11945905803038855,0.361408036367445,4524.925277777777,5266.366388888889,double_top_90d|support_bounce|doji_4h,1,1,mixte,365,0,0,30,,,45.0,45.0,95.5,78.5,50.0,60.03,False,
POWRUSDT,POWR,Speculative,593,0.0676,373051.6263,-3.429,55.13619562770034,0.00041925986517052957,0.064014,0.086159,0.5604831261576702,0.3712446351931331,0.27467811158798294,1.964540873699281,0.820885964790397,0.060597222222222226,0.08182777777777778,double_bottom_90d|downtrend,1,1,mixte,3241,0,0,60,,,27.0,84.0,75.5,53.0,50.0,60.02,False,Energy|Ethereum Ecosystem|DePIN|Alleged SEC Securities|Energi Ecosystem
METISUSDT,METIS,Speculative,719,3.66,5007201.91553,-16.818,59.15788593341199,0.1195153232545915,3.1286,5.957050000000001,1.3172449456198525,0.46833013435700577,0.29558541266794625,5.50579293182844,0.7204238831957965,2.8844444444444446,4.649166666666667,,0,0,neutre,365,0,0,30,,,17.0,84.0,54.5,78.5,50,59.98,False,Smart Contract Platform|Ethereum Ecosystem|Metis Ecosystem|Layer 2 (L2)|DWF Labs Portfolio
VANRYUSDT,VANRY,Speculative,,0.005731,4832803.529824,1.272,59.14295489540153,8.382643657062963e-05,0.00533216,0.0096702,0.6672248069087887,0.49150537634408603,0.37817204301075263,7.864195373258337,0.5764921236470776,0.004909333333333333,0.007853694444444444,macd_bullish_cross|macd_bearish_cross|double_bottom_90d|downtrend,2,2,mixte,365,0,0,30,,,17.0,84.0,68.5,68.0,50.0,59.98,False,
LUMIAUSDT,LUMIA,Speculative,,0.1176,3571073.363126,10.216,84.14210812122164,0.003898976827482464,0.07244,0.1135125,1.1090205087108906,0.4982608695652174,0.0,3.5497361583847704,0.591041159546534,0.060102777777777776,0.10093888888888888,breakout_30d|uptrend|bullish_engulfing_4h,3,0,haussier,365,0,0,30,,,17.0,66.0,67.0,68.0,87.5,59.98,False,
MINAUSDT,MINA,Mid,348,0.0597,1097505.05715,-4.633,55.78245755942073,0.0006360601391679942,0.05699,0.0885825,0.6775208164100924,0.4302702702702703,0.35135135135135137,1.0,0.7425178799984669,0.05414722222222222,0.08104722222222221,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,31.0,66.0,60.5,68.0,75.0,59.93,False,Smart Contract Platform|Layer 1 (L1)|Zero Knowledge (ZK)|FTX Holdings|Paradigm Portfolio
SPKUSDT,SPK,Mid,424,0.023019,1435223.863785,-3.29,64.58615440725035,0.0003655411282120336,0.021149719999999997,0.026776465,0.45633211409765595,0.21799464690137946,0.04228947910232654,0.9419300548005992,0.6681184287038484,0.019507916666666666,0.02338763888888889,downtrend|doji_4h,0,1,baissier,306,0,0,30,,,29.4,66.0,100.0,68.0,37.5,59.9,False,Decentralized Finance (DeFi)|Lending/Borrowing Protocols|Ethereum Ecosystem|Stablecoin Issuer|Binance HODLer Airdrops
LISTAUSDT,LISTA,Speculative,655,0.0956,1128891.50875,3.128,60.87639147320953,0.0013418715152885307,0.085464,0.16822900000000002,0.9097379564227828,0.527106466361855,0.3775310254735468,2.4473880088607913,0.6708353975960109,0.07956666666666666,0.13225277777777777,macd_bullish_cross|downtrend,1,1,mixte,365,0,0,60,,,17.0,84.0,59.5,74.0,50.0,59.83,False,Decentralized Finance (DeFi)|BNB Chain Ecosystem|Lending/Borrowing Protocols|Liquid Staking Tokens|Binance Megadrop
ARBUSDT,ARB,Etabli,81,0.1282,9480313.30927,-3.681,69.90542649500321,0.0030552326007164173,0.10202,0.19305450000000002,0.757911877263569,0.5429162357807652,0.3366080661840744,0.7469663129210528,0.7919114171351481,0.092075,0.1622388888888889,double_bottom_90d|doji_4h,1,0,haussier,365,0,0,30,1,2,49.3,57.0,51.5,78.5,62.5,59.77,False,Smart Contract Platform|Arbitrum Ecosystem|Ethereum Ecosystem|Arbitrum Nova Ecosystem|Layer 2 (L2)
KAVAUSDT,KAVA,Mid,409,0.05664,1895748.010695,-2.697,56.00279809889287,0.0006862981253385271,0.0559782,0.09946205000000001,0.6383558613145977,0.45790080738177624,0.340715109573241,2.223399499855398,0.7084080627676136,0.04997222222222222,0.07531138888888889,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,31.0,84.0,60.5,68.0,37.5,59.7,False,
GMTUSDT,GMT,Speculative,592,0.01146,1080416.702216,-3.535,59.32739410282292,0.00019154703623069412,0.0107802,0.01740735,0.597457484076006,0.4542314335060449,0.3362118595279217,1.6714801655254323,0.7877211348550718,0.010066666666666666,0.015414444444444444,downtrend,0,1,baissier,365,0,0,60,,,17.0,84.0,71.0,74.0,37.5,59.67,False,Gaming (GameFi)|NFT|BNB Chain Ecosystem|Solana Ecosystem|Polygon Ecosystem
GRTUSDT,GRT,Mid,150,0.02521,1192193.83911,-4.508,53.25393190639929,0.00027119168565545835,0.0251812,0.04172214999999999,0.5218391320294063,0.39320891653706586,0.3431829963711768,0.8851680535533332,0.8643127196027793,0.0238225,0.03422833333333333,double_bottom_90d|double_top_90d|uptrend,2,1,haussier,365,0,0,30,,,31.0,66.0,71.0,68.0,62.5,59.62,False,
BONKUSDT,BONK,Mid,101,6.12e-06,6911643.29776905,-7.692,53.27572488144728,6.811744620281202e-08,5.955999999999999e-06,9.388950000000001e-06,0.7080902901283278,0.40343347639484983,0.33798283261802575,0.6510949528346919,0.8199906267372068,5.644722222222222e-06,8.274444444444444e-06,double_top_90d|uptrend,1,1,mixte,365,0,0,60,,,31.0,66.0,60.5,84.5,50.0,59.48,False,BNB Chain Ecosystem|Solana Ecosystem|Polygon Ecosystem|Meme|Arbitrum Ecosystem
