symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,outperf_prob_7d,bull_prob_7d_legacy,score_model,market_regime,alt_index_30d,alt_index_90d
AEVOUSDT,AEVO,Speculative,807,0.02679,305587.4167329,4.16,67.53191301493604,0.00035738230354236654,0.02249699999999999,0.022637099999999986,0.656286968609062,0.16109785202863955,0.0,0.47133495365595657,0.5443324117345699,0.018348611111111104,0.02472194444444445,downtrend,0,1,baissier,365,0,0,30,,,17.0,48.0,89.5,47.0,34.4,49.5,49.37,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),24998996,26802774,932701806.0,1000000000.0,1000000000.0,93.3,15615644,$16M,-0.21,49.5,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GRTUSDT,GRT,Mid,152,0.02807,2328737.78406,4.079,81.6254367268325,0.0008561996723614189,0.017883399999999997,0.021015150000000003,0.8486450029228089,0.3190279214064116,0.003532320734722692,0.6410739799200988,0.660500629962391,0.013955277777777778,0.02164666666666667,uptrend|bullish_engulfing_4h,2,0,haussier,365,0,0,30,,,31.0,48.0,77.5,68.0,70.2,49.5,53.8,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,6,⚠️ Surveiller,RSI 82 (surachat extrême)|Près du plus haut 90j (résistance),308835473,327794526,10941320353.043917,11612995353.0437,,94.2,,,,49.5,51,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BANANAS31USDT,BANANAS31,Mid,344,0.008048,662026.527232,-2.919,51.37251030616895,8.542464120596101e-05,0.00834574,0.009474069999999998,0.5769527255515693,0.3106952887537993,0.2362272036474164,0.43143745029553165,0.2568378829172133,0.006982361111111113,0.009207583333333333,downtrend,0,1,baissier,365,0,0,30,,,31.0,37.0,77.5,57.5,34.4,49.5,46.77,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,2,,Volume ×0.4 (épuisement),80351669,80351669,10000000000.0,10000000000.0,10000000000.0,100.0,,,,49.5,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PIXELUSDT,PIXEL,Speculative,,0.00602,3997463.247609,1.176,65.17796276998818,0.00010649071808551829,0.0050022,0.006237100000000004,0.7920283964205217,0.28493647912885667,0.0,0.9561108092756065,0.5199588535005495,0.004223055555555554,0.005521944444444443,rsi_bearish_divergence|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,17.0,57.0,77.5,68.0,20.6,49.5,50.63,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,,,,,,,,,,49.5,49,ml_gb+alt_blend,Altseason en formation,83.0,64.3
RPLUSDT,RPL,Speculative,504,2.167,529538.3487,5.759,75.19424754684977,0.037187094416747085,1.6617600000000001,1.6953400000000005,0.6548634827666224,0.3846153846153846,0.019004524886877743,0.975903229549393,0.3444824046135606,1.4357777777777783,1.977944444444444,uptrend,1,0,haussier,365,0,0,30,,,17.0,48.0,77.5,57.5,60.8,49.5,48.89,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,4,⚠️ Surveiller,RSI 75 (surachat)|Près du plus haut 90j (résistance),49499664,49499664,22875010.83673313,22875010.83673313,,100.0,1401477467,$1.4B,1.64,49.5,48,ml_gb+alt_blend,Altseason en formation,83.0,64.3
INITUSDT,INIT,Speculative,898,0.09845,294330.495332,1.411,79.2518168316192,0.0025399862879912968,0.06429539999999997,0.07009485,0.9510293430338779,0.1763698630136987,0.012506253126563293,0.34320313775357586,0.39515093607516744,0.050386111111111104,0.07770027777777777,uptrend,1,0,haussier,365,0,0,30,,,17.0,39.0,89.5,47.0,60.8,49.5,47.64,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,6,⚠️ Surveiller,RSI 79 (surachat)|Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),20559614,98508255,208709556.155217,1000000000.0,1000000000.0,20.9,,,,49.5,48,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SOMIUSDT,SOMI,Speculative,643,0.2176,517697.77327,8.151,78.16807753336361,0.0028581301128355815,0.130414,0.13806649999999995,0.9390747944847628,0.293570219966159,0.0,0.4825006214410002,0.392273104203498,0.08704999999999999,0.1716777777777778,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,39.0,77.5,57.5,47.0,49.5,44.75,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,8,🔴 Sortie,RSI 78 (surachat)|Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),34998845,218469693,160200000.0,1000000000.0,1000000000.0,16.0,,,,49.5,42,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ALPINEUSDT,ALPINE,Speculative,,0.368,235771.08971,3.081,62.90808952105746,0.0036283586841954294,0.34068000000000004,0.37333499999999986,0.4601249356923347,0.1622340425531915,0.01595744680851065,0.5179537364018989,0.23086108686863588,0.3058333333333332,0.3619444444444444,,0,0,neutre,365,0,0,30,,,17.0,66.0,94.0,47.0,50,49.4,58.01,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,49.4,65,ml_gb+alt_blend,Altseason en formation,83.0,64.3
C98USDT,C98,Speculative,,0.01616,639856.154081,-0.493,56.19310989662007,0.00016460853305226672,0.0148506,0.017729799999999997,0.8379704205652573,0.19308700834326578,0.06766917293233088,1.3661148274700419,0.49104967575768865,0.01213888888888889,0.016173055555555555,downtrend,0,1,baissier,365,0,0,30,,,17.0,75.0,89.5,57.5,34.4,49.4,60.14,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,0,,,,,,,,,,,,49.4,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AXSUSDT,AXS,Mid,188,1.194,7303753.78123,1.79,68.89302307940451,0.02182671313847437,0.9531000000000001,1.060795,0.7331781577452345,0.22400756143667305,0.0,3.1280085675909524,0.6351296578132918,0.8451666666666667,1.05975,rsi_bearish_divergence|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,31.0,75.0,89.5,78.5,20.6,49.4,64.5,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,206835895,319617977,174726379.00134403,270000000.0,270000000.0,64.7,,,,49.4,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
DGBUSDT,DGB,Mid,337,0.00443,132210.01957,0.0,50.70881025197578,3.560419874867347e-06,0.004419,0.00374885,1.2329356198265278,0.3035019455252918,0.1361867704280154,0.2243569859360013,0.24907161662941696,0.002503333333333334,0.004928055555555555,macd_bullish_cross|double_bottom_90d|downtrend,2,1,haussier,365,0,0,30,,,31.0,73.0,56.5,47.0,52.0,49.4,55.15,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,2,,Volume ×0.2 (épuisement),82006243,82010280,18488080730.183144,18489107212.22704,21000000000.0,100.0,,,,49.4,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PUMPUSDT,PUMP,Etabli,50,0.004514,39200135.916817,7.63,58.144895598347205,2.003926513722038e-05,0.0038859599999999995,0.0022928999999999996,1.2781168202663469,0.33575664817294815,0.13698105988138504,0.8294275798728721,0.2628501367777659,0.0015156388888888889,0.0046391666666666664,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,45.0,82.0,56.5,78.5,36.2,49.4,63.54,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,2,,Divergence RSI baissière,2109236112,3762921733,466214755788.08215,831717987381.7157,1000000000000.0,56.1,398966978,$399M,8.61,49.4,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BMTUSDT,BMT,Speculative,,0.02056,683276.638511,2.035,57.15899097841887,0.00015352144950310796,0.0189476,0.015396299999999991,0.9922585368746595,0.5484554815263477,0.37795275590551186,0.4279143843270619,0.12633883807829904,0.011562499999999996,0.02302611111111111,,0,0,neutre,365,0,0,30,,,17.0,73.0,53.5,57.5,50,49.4,51.64,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,2,,Volume ×0.4 (épuisement),,,,,,,,,,49.4,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
HMSTRUSDT,HMSTR,Speculative,,0.000181,640120.0473063,0.892,56.78721782563445,2.398685253549115e-06,0.00017613999999999995,0.00017226250000000013,0.604486256340223,0.6020875763747454,0.5379327902240326,0.2901187447845575,0.2938689030686041,0.00016295000000000003,0.00023776944444444444,double_top_90d,0,1,baissier,365,0,0,30,,,17.0,73.0,49.0,57.5,32.0,49.4,49.47,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Double sommet,,,,,,,,,,49.4,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ERAUSDT,ERA,Speculative,,0.0704,601749.24894,1.881,64.00204955470603,0.0013274213880141664,0.061214,0.09906399999999999,0.8669101300396573,0.4455544455544455,0.29570429570429574,0.44486770708189716,0.340718009184969,0.05671944444444445,0.08990000000000001,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,73.0,57.5,34.4,49.4,49.53,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,2,,Volume ×0.4 (épuisement),,,,,,,,,,49.4,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
KERNELUSDT,KERNEL,Speculative,,0.0549,465174.76134,1.105,67.23456820355409,0.001424155647211938,0.03985,0.055797,1.1454463308962632,0.26179245283018865,0.10016420361247949,0.6582094113055488,0.500615661312231,0.03239166666666668,0.04696388888888889,,0,0,neutre,365,0,0,30,,,17.0,57.0,62.5,47.0,50,49.4,47.09,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,0,,,,,,,,,1127950860,$1.1B,-0.47,49.4,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TQQQBUSDT,TQQQB,Speculative,,79.51,324498.2256,-0.848,64.70996385399428,0.8882427940768172,72.99020000000002,,0.4669984640834973,0.15708757345563987,0.017530864197530884,0.16235421360959593,,64.29807692307693,77.65384615384615,downtrend,0,1,baissier,67,0,0,30,,,8.8,45.0,90.0,47.0,34.4,49.4,46.34,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,49.4,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BIOUSDT,BIO,Mid,390,0.03277,3225511.819051,3.604,67.01350794610907,0.0007303855662345823,0.0272204,0.028688949999999987,0.8434877130973899,0.28358692133376495,0.009074410163339434,0.521208879078674,0.5974756856101027,0.023516388888888892,0.030811666666666668,downtrend,0,1,baissier,365,0,0,30,,,31.0,57.0,77.5,68.0,34.4,49.4,54.97,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),70238968,108713386,2145029070.25,3320000000.0,3320000000.0,64.6,4343861,$4M,19.15,49.4,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SENTUSDT,SENT,Mid,208,0.02401,2753402.2338,7.572,84.14595835457197,0.000775479677434818,0.014702200000000004,0.015617900000000002,0.9161304583341437,0.3216374269005849,0.00249584026622286,0.9929967941032685,0.3166569510976146,0.012356666666666669,0.01801583333333333,double_bottom_90d|uptrend,2,0,haussier,248,0,0,30,,,27.8,48.0,77.5,68.0,70.3,49.4,53.0,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,6,⚠️ Surveiller,RSI 84 (surachat extrême)|Près du plus haut 90j (résistance),173185890,822149605,7237882055.0,34359738368.0,34359738368.0,21.1,,,,49.4,51,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SMCIBUSDT,SMCIB,Speculative,,43.4,186351.3665,2.819,66.02076031644637,0.39010244655078496,38.2062,,0.6359843323659373,0.13571428571428565,0.0,0.03326772694074226,,32.65857142857143,41.53857142857144,doji_4h,0,0,neutre,53,0,0,30,,,8.5,36.0,79.5,47.0,50,49.4,41.33,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,4,⚠️ Surveiller,Volume ×0.0 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,49.4,51,ml_gb+alt_blend,Altseason en formation,83.0,64.3
INTWBUSDT,INTWB,Speculative,,33.16,321458.0575,-8.398,67.56724827428717,0.8362946640830109,23.310200000000005,,1.2495919901285617,0.4088191330343797,0.06294101044312721,0.09980227163293726,,17.708076923076923,29.809230769230776,uptrend|doji_4h,1,0,haussier,67,0,0,30,,,8.8,36.0,57.0,47.0,60.8,49.4,36.63,-2.9,≈ Neutre vs BTC,False,False,,0,,,,49.4,2,,Volume ×0.1 (épuisement),,,,,,,,,,49.4,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
JOEUSDT,JOE,Speculative,959,0.0405,3241382.885073,0.746,67.25454206382275,0.0009540557752327093,0.030912,0.03543499999999998,0.9391470127224395,0.24183006535947715,0.033492822966507144,5.502383261622337,0.4904679397552957,0.02518333333333333,0.03463611111111112,,0,0,neutre,365,0,0,30,,,17.0,75.0,89.5,68.0,50,49.3,61.91,-3.0,≈ Neutre vs BTC,False,False,,3,⚡ Volume ×5.5 vs médiane,,5.5,49.3,2,,Près du plus haut 90j (résistance),18465065,20182654,457181657.224341,499707918.0306486,500000000.0,91.5,11500478,$12M,12.53,49.3,72,ml_gb+alt_blend,Altseason en formation,83.0,64.3
STEEMUSDT,STEEM,Speculative,612,0.06783,1336491.301215,6.267,74.27357317618103,0.0008254619323128029,0.04655139999999999,0.04948550000000001,1.0063632844963413,0.18418582824964796,0.0,4.548305917815025,0.33769639389481226,0.03586388888888889,0.05795611111111111,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,75.0,79.0,68.0,47.0,49.3,59.2,-3.0,≈ Neutre vs BTC,False,False,,2,⚡ Volume ×4.5 vs médiane,,4.55,49.3,6,⚠️ Surveiller,RSI 74 (surachat)|Près du plus haut 90j (résistance)|Divergence RSI baissière,38076692,38080181,559022519.953,559077737.919,,100.0,,,,49.3,68,ml_gb+alt_blend,Altseason en formation,83.0,64.3
LISTAUSDT,LISTA,Speculative,618,0.0877,168982.97064,4.405,63.68089474567075,0.0006277926561927727,0.07177999999999997,0.0695875,0.9700427573537399,0.15558912386706944,0.0,0.1956012258537944,0.46152524925205907,0.04651944444444446,0.08122222222222222,rsi_bearish_divergence|golden_cross|uptrend|doji_4h,2,1,haussier,365,0,0,30,,,17.0,73.0,89.5,47.0,58.6,49.3,60.02,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,6,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,37707508,69759534,430043902.1524549,795588564.255041,1000000000.0,54.1,943859521,$944M,5.88,49.3,68,ml_gb+alt_blend,Altseason en formation,83.0,64.3
RUNEUSDT,RUNE,Mid,171,0.722,13964700.3887,11.42,79.13438725671507,0.016327884710724966,0.49464000000000025,0.44879,0.8431099060198142,0.10816777041942602,0.0,5.113490333658025,0.69073356296097,0.39900000000000013,0.5627222222222222,breakout_30d|rsi_bearish_divergence|uptrend,2,1,haussier,365,0,0,30,,,31.0,82.0,89.5,78.5,51.6,49.3,68.93,-3.0,≈ Neutre vs BTC,False,False,,3,⚡ Volume ×5.1 vs médiane,,5.11,49.3,6,⚠️ Surveiller,RSI 79 (surachat)|Près du plus haut 90j (résistance)|Divergence RSI baissière,239825135,258256152,328666639.0,353924304.0,353924700.0,92.9,68577449,$69M,16.96,49.3,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
REZUSDT,REZ,Speculative,590,0.004403,4743673.053935,5.562,67.23432041714366,3.894644648339926e-05,0.003239059999999998,0.003530580000000002,1.203073528195936,0.2565328234544296,0.0,3.695440044678965,0.3115224584222734,0.002463861111111111,0.003869416666666667,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,75.0,67.0,68.0,47.0,49.3,56.3,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,40239800,43700563,9037382721.949331,9814629224.12962,10000000000.0,92.1,125535702,$126M,3.89,49.3,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
LDOUSDT,LDO,Mid,129,0.4897,10429309.09231,6.526,68.6348481249206,0.010184725334586163,0.3642879999999999,0.33613099999999996,1.00892288772584,0.2978936810431293,0.004065040650406508,0.6245806310543256,0.39446031158293543,0.2749527777777778,0.41737500000000005,uptrend,1,0,haussier,365,0,0,30,,,31.0,73.0,67.0,78.5,60.8,49.3,60.74,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,2,,Près du plus haut 90j (résistance),406852776,490439472,829567764.2043006,1000000000.0,1000000000.0,83.0,26417703948,$26.4B,2.37,49.3,62,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CETUSUSDT,CETUS,Speculative,742,0.02949,1999069.618978,0.614,71.09644050906269,0.0008021666996701434,0.0230462,0.021915400000000012,0.8609565109006222,0.2636596993032636,0.029353562005276994,1.4178628180093533,0.5761642867501118,0.017508888888888893,0.0260775,resistance_test,0,1,baissier,365,0,0,30,,,17.0,82.0,77.5,68.0,37.8,49.3,60.86,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,2,,Près du plus haut 90j (résistance),28494384,29521209,965217391.0,1000000000.0,1000000000.0,96.5,29755194,$30M,15.39,49.3,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ENAUSDT,ENA,Etabli,37,0.2809,133818276.65535,16.75,80.48111154633116,0.01017349627987035,0.14919000000000002,0.10820850000000001,1.3411848700603322,0.22758229284903517,0.0,1.1737948696043823,0.5594704417590294,0.07726944444444445,0.1939722222222222,doji_4h,0,0,neutre,365,0,0,30,,,45.0,73.0,79.0,78.5,50,49.3,66.5,-3.0,≈ Neutre vs BTC,False,False,,3,🔥 Trending #5 sur CoinGecko,5,,49.3,6,⚠️ Surveiller,RSI 80 (surachat extrême)|Près du plus haut 90j (résistance),2852322862,4238089997,10095312500.0,15000000000.0,15000000000.0,67.3,4936379814,$4.9B,2.49,49.3,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SYNUSDT,SYN,Speculative,583,0.18757,5398936.800134,-15.169,59.96459338609095,0.002998743201335235,0.12320439999999998,0.11830949999999996,2.3596268081861234,0.8600958126330731,0.6673704755145493,0.32978938712442674,0.20205943468998172,0.08693666666666668,0.3897413888888889,golden_cross|doji_4h,1,0,haussier,365,0,0,30,,,17.0,73.0,22.0,78.5,61.7,49.3,46.41,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,2,,Volume ×0.3 (épuisement),40940220,46721218,219066529.0,250000000.0,250000000.0,87.6,9866407,$10M,-17.8,49.3,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
API3USDT,API3,Speculative,574,0.2869,784083.539119,4.327,70.34761885231265,0.0038523157244038445,0.22738000000000003,0.26582950000000016,0.6141667957021837,0.20983467571004658,0.0,0.8297724464059749,0.5870796255233602,0.19001388888888887,0.2555444444444445,resistance_test|uptrend,1,1,mixte,365,0,0,30,,,17.0,57.0,89.5,57.5,48.5,49.3,54.36,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,2,,Près du plus haut 90j (résistance),41817771,52961781,146311732.32100663,185302317.7865349,,79.0,21103142,$21M,12.86,49.3,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FETUSDT,FET,Mid,106,0.2435,21235920.13375,0.745,71.51608472469596,0.007352258793272509,0.162952,0.19056549999999994,1.1746422108660968,0.35303514376996803,0.012565869477097655,0.5621329991553752,0.6540235409093593,0.13286944444444443,0.19322500000000004,uptrend,1,0,haussier,365,0,0,30,,,31.0,57.0,67.0,78.5,60.8,49.3,54.85,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),562399707,660421171,2311508384.055814,2714384546.672,2714384546.672,85.2,,,,49.3,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MAVUSDT,MAV,Speculative,,0.01256,275748.55486,5.017,69.11375978463897,0.00017565550656755075,0.010468000000000003,0.0118695,0.6649338053434941,0.26123595505617986,0.0,0.5718334141670909,0.3992068203502888,0.008355,0.011463611111111114,,0,0,neutre,365,0,0,30,,,17.0,57.0,77.5,47.0,50,49.3,50.71,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),,,,,,,1304322,$1M,4.4,49.3,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
KMNOUSDT,KMNO,Mid,164,0.04662,4087141.30361,14.125,90.0899042132129,0.0017172947113482284,0.025399199999999997,0.020917050000000006,1.0233213694786423,0.2002734107997266,0.0,1.8138195242322797,0.4000159365184956,0.017840000000000005,0.030957222222222216,,0,0,neutre,365,0,0,30,,,31.0,73.0,79.0,68.0,50,49.3,62.15,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,6,⚠️ Surveiller,RSI 90 (surachat extrême)|Près du plus haut 90j (résistance),261513864,465733798,5615068839.25,9999956792.444054,10000000000.0,56.2,1463593494,$1.5B,5.11,49.3,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
RKLBBUSDT,RKLBB,Speculative,,74.04,369455.1071,-0.897,63.08800205514135,1.3326101907526704,70.07740000000003,,0.6237780237234722,0.2752056404230317,0.12996474735605157,0.05924832700924476,,62.23241379310345,80.9151724137931,downtrend,0,1,baissier,74,0,0,30,,,9.0,45.0,63.0,47.0,34.4,49.3,39.86,-3.0,≈ Neutre vs BTC,False,False,,0,,,,49.3,2,,Volume ×0.1 (épuisement),,,,,,,,,,49.3,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ONTUSDT,ONT,Mid,439,0.05995,1206942.26495,2.147,63.3768768504606,0.0004903717253931235,0.050306,0.05466665000000002,0.6994588461761189,0.2876371616678859,0.12318946598390633,2.227187394491906,0.4021189581075436,0.037281666666666664,0.058402777777777776,macd_bullish_cross|downtrend|hammer_4h,2,1,haussier,365,0,0,30,,,31.0,84.0,73.0,68.0,53.2,49.2,64.94,-3.1,≈ Neutre vs BTC,False,False,,0,,,,49.2,0,,,59954014,59954014,1000000000.0,1000000000.0,,100.0,,,,49.2,72,ml_gb+alt_blend,Altseason en formation,83.0,64.3
DASHUSDT,DASH,Etabli,87,67.53,22365663.4668,5.78,62.71436008926926,0.11182312029643615,47.19959999999999,39.10035000000001,1.5671345122783775,0.2928060580563736,0.05342869162810268,1.3503756120460348,0.40395148246118806,30.359444444444435,62.17638888888889,rsi_bearish_divergence|macd_bullish_cross|uptrend,2,1,haussier,365,0,0,30,,,45.0,91.0,56.5,78.5,55.0,49.2,67.98,-3.1,≈ Neutre vs BTC,False,False,,0,,,,49.2,2,,Divergence RSI baissière,866092922,866151077,12843583.773267,12844526.31716078,18920000.0,100.0,,,,49.2,68,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PLUMEUSDT,PLUME,Mid,256,0.0188,8663588.70638,0.858,71.89022943061076,0.0005994781331599689,0.013833000000000002,0.012040750000000003,0.8983572142981653,0.1561439239646979,0.02592016588906171,1.0531936102657007,0.4588270339505922,0.01010027777777778,0.015355,doji_4h,0,0,neutre,365,0,0,30,,,31.0,82.0,89.5,78.5,50,49.2,68.84,-3.1,≈ Neutre vs BTC,False,False,,0,,,,49.2,2,,Près du plus haut 90j (résistance),124044613,187771638,6606142167.0,10000000000.0,10000000000.0,66.1,,,,49.2,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
KNCUSDT,KNC,Speculative,705,0.1479,292997.47418,2.0,64.93586147094989,0.00019075603816936897,0.12107,0.12691799999999995,0.6239473634200738,0.12554872695346803,0.016578249336870042,0.3556490733960798,0.6063429181496784,0.101725,0.1395222222222222,resistance_test|uptrend,1,1,mixte,365,0,0,30,,,17.0,57.0,89.5,47.0,48.5,49.2,53.52,-3.1,≈ Neutre vs BTC,False,False,,0,,,,49.2,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),30976084,35685497,209237129.89192635,241048259.473846,252301550.0,86.8,1086812,$1M,1.47,49.2,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
