symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,outperf_prob_7d,bull_prob_7d_legacy,score_model,market_regime,alt_index_30d,alt_index_90d
ALTUSDT,ALT,Mid,434,0.00824,1194795.90609,4.04,72.09532814917186,0.00014204059057903898,0.00651,0.006696950000000002,0.6491937195524087,0.143288084464555,0.0,1.4033775190871234,0.6198858005832855,0.005750555555555554,0.007169722222222222,uptrend,1,0,haussier,365,0,0,30,,,31.0,66.0,89.5,68.0,60.8,50.4,62.76,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,RSI 72 (surachat)|Près du plus haut 90j (résistance),60817260,82551530,7367187496.0,10000000000.0,10000000000.0,73.7,,,,50.4,64,ml_gb+alt_blend,Altseason en formation,83.0,64.3
LTCUSDT,LTC,Etabli,24,73.18,59716313.81574,3.919,83.87765530639042,1.7815055999935128,52.37620000000001,50.85175000000002,0.7161219191130895,0.09836373895053609,0.0,1.2053101568662183,0.6150549067080713,43.59666666666665,59.00472222222223,golden_cross|uptrend,2,0,haussier,365,0,0,30,,,45.0,73.0,89.5,78.5,72.4,50.4,70.38,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,6,⚠️ Surveiller,RSI 84 (surachat extrême)|Près du plus haut 90j (résistance),5673594608,5673778646,77649504.50722787,77652267.01457402,84000000.0,100.0,,,,50.4,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CKBUSDT,CKB,Mid,385,0.001439,335021.288736,1.124,72.36730315843106,2.3728756443921648e-05,0.0010461,0.0011979599999999988,0.7824966079440991,0.15745568300312823,0.005524861878453023,0.6430901382751418,0.6350922659054563,0.0008224166666666667,0.0012254444444444446,uptrend,1,0,haussier,365,0,0,30,,,31.0,57.0,89.5,47.0,60.8,50.4,57.76,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,RSI 72 (surachat)|Près du plus haut 90j (résistance),71362799,72582408,49590696067.42468,50438673811.20009,,98.3,,,,50.4,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
NVDABUSDT,NVDAB,Speculative,678,224.27,3522268.54531,-0.783,53.7829462291899,0.4217375963471972,221.6032,,0.29456623670595655,0.09774613353451536,0.03160758236538708,0.5636953925540742,0.2536109164135486,196.56805555555553,227.96777777777783,,0,0,neutre,108,0,0,30,,,10.0,54.0,94.0,68.0,50,50.4,53.51,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),33272153,33272153,148336.07670077,148337.23466448,,100.0,,,,50.4,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SUIUSDT,SUI,Etabli,28,1.1765,163855717.20439,2.967,74.6653564928979,0.041159347170601476,0.784078,0.8450394999999993,1.0698633163160358,0.19226246472248362,0.015733534186961377,1.580090108168287,0.7019666010398237,0.6750055555555555,0.9001583333333332,downtrend,0,1,baissier,365,0,0,30,,,45.0,75.0,71.0,78.5,34.4,50.4,64.36,-1.9,≈ Neutre vs BTC,False,False,,2,🔥 Trending #6 sur CoinGecko,6,,50.4,4,⚠️ Surveiller,RSI 75 (surachat)|Près du plus haut 90j (résistance),4823375618,11774275310,4096537146.5409594,10000000000.0,10000000000.0,41.0,,,,50.4,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CAKEUSDT,CAKE,Etabli,86,2.794,8844758.80471,-1.097,78.18804198860464,0.023624857030927593,1.9767400000000004,1.5618399999999992,0.8207819327683349,0.06931567328918323,0.0,1.0981817296597525,0.4565230750761744,1.367805555555556,2.4459444444444443,uptrend,1,0,haussier,365,0,0,30,,,45.0,73.0,89.5,78.5,60.8,50.4,69.68,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,RSI 78 (surachat)|Près du plus haut 90j (résistance),889835328,922261069,319003107.6029418,330627631.389633,400000000.0,96.5,1899814804,$1.9B,-1.0,50.4,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SANDUSDT,SAND,Mid,244,0.04594,1557279.37018,1.637,64.97666250419815,0.0010899740754718055,0.039973600000000005,0.05827085000000003,0.7789164440385824,0.3471896955503513,0.10245901639344257,0.9361346333063735,0.5785719626594628,0.03669638888888888,0.049403055555555554,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,31.0,66.0,73.0,68.0,34.4,50.4,57.19,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,0,,,134776121,137637152,2937639702.3733225,3000000000.0,3000000000.0,97.9,,,,50.4,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ANIMEUSDT,ANIME,Speculative,927,0.00351,168168.375696,1.739,65.10350466766324,3.2286293095544765e-05,0.0028354000000000005,0.0035672,0.7892851009046213,0.18556701030927825,0.008474576271186463,0.38277120299379475,0.6266761490168504,0.0024158333333333336,0.0032127777777777775,uptrend,1,0,haussier,365,0,0,30,,,17.0,48.0,89.5,47.0,60.8,50.4,50.95,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),19449385,35116038,5538604656.0,10000000000.0,10000000000.0,55.4,,,,50.4,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AVAUSDT,AVA,Speculative,932,0.2602,1009469.82325,-1.922,65.09564810080326,0.006953290689691433,0.196896,0.20312149999999987,2.0817715155804826,0.295260663507109,0.0185395384033294,1.4815739944815716,0.20858895989771695,0.15483611111111106,0.23703888888888894,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,66.0,50.5,68.0,59.5,50.4,49.75,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,2,,Près du plus haut 90j (résistance),19298702,19298702,74373863.0,74373863.0,100000000.0,100.0,,,,50.4,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TAOUSDT,TAO,Etabli,33,331.9,57236367.95503,8.429,70.78604194992305,7.6121644456397135,236.708,244.89550000000017,1.1337824080732648,0.1799021452766277,0.0,1.1001268860478293,0.6987088854322193,191.325,271.2527777777778,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,45.0,66.0,79.0,78.5,36.2,50.4,63.09,-1.9,≈ Neutre vs BTC,False,False,,0,🔥 Trending #11 sur CoinGecko,11,,50.4,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,3763055674,6968839210,11339645.9251,21000000.0,21000000.0,54.0,,,,50.4,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AGLDUSDT,AGLD,Speculative,890,0.2247,260675.15037,1.171,70.97275049508654,0.00442151212073378,0.174228,0.20181750000000012,0.6796838921209379,0.3214285714285714,0.015290519877675855,0.3690557333308572,0.30976309224844356,0.14740000000000003,0.19790833333333332,uptrend,1,0,haussier,365,0,0,30,,,17.0,48.0,77.5,47.0,60.8,50.4,48.05,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),20895003,20895003,92830001.0,92830001.0,96000000.0,100.0,,,,50.4,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MUUBUSDT,MUUB,Speculative,,37.84,261587.8925,-2.172,61.95611544276429,0.6186707603039201,31.63440000000001,,1.0095845589261994,0.462748344370861,0.029743589743589656,0.010789536376198975,,24.493846153846157,36.44576923076923,uptrend,1,0,haussier,67,0,0,30,,,8.8,45.0,57.0,47.0,60.8,50.4,39.95,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,Volume ×0.0 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,50.4,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BARDUSDT,BARD,Mid,472,0.147,934889.18718,2.869,65.04597639994867,0.0018235910346852229,0.12229999999999999,0.2332200000000001,0.7301708684573894,0.26884779516358465,0.0006798096532971906,0.533189403092235,0.4642418671666513,0.10851111111111111,0.1404,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,31.0,57.0,77.5,57.5,34.4,50.4,54.13,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),53487674,147045152,363750000.0,1000000000.0,1000000000.0,36.4,711226816,$711M,6.07,50.4,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MEUSDT,ME,Speculative,510,0.07936,462095.113878,2.268,66.59151108560559,0.0014140041534616457,0.0657208,0.0809342,0.7258850433360129,0.16407454112372152,0.0,0.47816527598012365,0.5388487029967522,0.059181944444444454,0.07234472222222223,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,48.0,89.5,47.0,36.2,50.4,49.47,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,6,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,48932483,79392726,616328561.765784,999990224.516649,1000000000.0,61.6,,,,50.4,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
VANAUSDT,VANA,Speculative,630,1.166,319486.80622,0.778,66.78003207998579,0.01817627219619397,0.9549999999999997,1.2030899999999989,0.6751619586121769,0.3404932378679395,0.07159904534606194,0.25118540628741187,0.3912138498630087,0.8559999999999998,1.2374722222222223,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,48.0,77.5,47.0,36.2,50.4,46.57,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Divergence RSI baissière,35894568,139848967,30800000.0,120000000.0,120000000.0,25.7,,,,50.4,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SIGNUSDT,SIGN,Speculative,605,0.01349,421239.0682,-0.369,79.10226402410719,0.0001485205843479321,0.009288999999999999,0.015616799999999993,0.7552034073783861,0.2702394526795895,0.0,0.2603843523718041,0.5777586478806508,0.00667611111111111,0.011584444444444444,uptrend,1,0,haussier,365,0,0,30,,,17.0,39.0,77.5,47.0,60.8,50.4,44.74,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,6,⚠️ Surveiller,RSI 79 (surachat)|Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),38457305,135254296,2843333332.0,10000000000.0,10000000000.0,28.4,,,,50.4,46,ml_gb+alt_blend,Altseason en formation,83.0,64.3
POWRUSDT,POWR,Speculative,581,0.0721,251622.8734,2.853,82.29260417472597,0.000606142608625659,0.049876,0.05420849999999998,0.6082980136904433,0.3078393881453154,0.0,0.6817483156694023,0.3108988622350302,0.037711111111111105,0.06383333333333333,rsi_bearish_divergence|doji_4h,0,1,baissier,365,0,0,30,,,17.0,48.0,77.5,47.0,36.2,50.4,46.57,-1.9,≈ Neutre vs BTC,False,False,,0,,,,50.4,8,🔴 Sortie,RSI 82 (surachat extrême)|Près du plus haut 90j (résistance)|Divergence RSI baissière,41105351,72281791,568401106.1092739,999506122.99937,1000000000.0,56.9,,,,50.4,42,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GMXUSDT,GMX,Mid,325,8.31,330619.4023,0.12,59.02873087450725,0.043066898211080396,7.406600000000002,6.616099999999999,0.7150004825632323,0.16251482799525507,0.01660735468564657,0.7700425017199032,0.49659946423898094,5.789444444444444,8.049166666666666,,0,0,neutre,365,0,0,30,,,31.0,82.0,89.5,47.0,50,50.3,66.32,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Près du plus haut 90j (résistance),86670383,86670383,10459457.42385467,10459469.20582177,13250000.0,100.0,210919661,$211M,-0.76,50.3,69,ml_gb+alt_blend,Altseason en formation,83.0,64.3
WLDUSDT,WLD,Etabli,58,0.4882,61635358.5161,6.968,61.972435426763795,0.007170425735857867,0.3902700000000002,0.36164500000000027,1.1953849184036047,0.3100115074798619,0.013740149525156654,0.9654733782780549,0.4822675103689546,0.31513611111111106,0.44722222222222224,uptrend,1,0,haussier,365,0,0,30,,,45.0,82.0,67.0,78.5,60.8,50.3,67.55,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Près du plus haut 90j (résistance),1809283833,4869997198,3715164012.2959294,10000000000.0,10000000000.0,37.2,,,,50.3,68,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FFUSDT,FF,Mid,128,0.1315,1126233.821077,-2.542,55.31468098511039,-0.002485165018958393,0.1043608,0.08084999999999999,1.326713894441007,0.24973306442045318,0.21829398505160752,0.10039504295070349,-0.15926268057812148,0.05983305555555556,0.1413830555555556,uptrend,1,0,haussier,363,0,0,30,,,30.9,73.0,68.5,68.0,60.8,50.3,60.24,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,3,,Volume ×0.1 (épuisement),413298816,1316238267,3140000000.0,10000000000.0,10000000000.0,31.4,1208116275,$1.2B,0.07,50.3,65,ml_gb+alt_blend,Altseason en formation,83.0,64.3
IQUSDT,IQ,Speculative,774,0.000959,312843.242033,-2.342,63.07140278431122,4.9333009977201245e-06,0.00075198,0.0008966549999999993,1.3252774738039017,0.24269377382465068,0.06769825918762086,0.8108875326033362,0.2772563013042771,0.000632361111111111,0.0009015833333333336,uptrend,1,0,haussier,365,0,0,30,,,17.0,66.0,73.0,47.0,60.8,50.3,53.58,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,0,,,26352477,26352477,27429826112.929,27429826112.929,60000000000.0,100.0,,,,50.3,64,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SKYUSDT,SKY,Etabli,57,0.07824,3608731.71465,4.725,68.5498502556632,0.0013108775583689268,0.06410880000000001,0.06655535,0.8810436387225846,0.21829351535836175,0.0,1.3181327893866197,0.5045392299239198,0.053087499999999996,0.07143694444444441,,0,0,neutre,365,0,0,30,,,45.0,66.0,89.5,68.0,50,50.3,65.62,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Près du plus haut 90j (résistance),1834912680,1838057393,23419667074.975906,23459804203.60596,23462665147.3,99.8,5878160267,$5.9B,2.15,50.3,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
COWUSDT,COW,Mid,316,0.1537,529906.74947,2.809,62.336361527268195,0.00042721076579467845,0.12702,0.15925200000000003,0.7689644656735171,0.32803180914512925,0.024512884978001175,0.9754003444926571,0.2970514426131055,0.10705,0.15161666666666665,,0,0,neutre,365,0,0,30,,,31.0,66.0,71.5,57.5,50,50.3,56.92,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Près du plus haut 90j (résistance),88817301,154602489,574488169.0034184,1000000000.0,1000000000.0,57.4,,,,50.3,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
XVGUSDT,XVG,Mid,476,0.0032,393853.620675,3.56,61.505395086758355,6.2606717561667356e-06,0.0025903799999999998,0.0030786300000000006,0.9641517619738813,0.1836646499567848,0.0,0.6365665370637389,0.4024910874917555,0.0019786111111111115,0.003001833333333334,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,31.0,66.0,89.5,47.0,36.2,50.3,59.6,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,52932157,53038037,16521951234.841335,16555000000.0,,99.8,,,,50.3,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AAPLBUSDT,AAPLB,Speculative,,340.16,1133173.48145,1.151,63.78174758736001,0.1345407857673937,320.9682,,0.20285265074983905,0.1142723059775913,0.003573625472333608,0.311084847801637,,305.09041666666667,338.1429166666667,uptrend,1,0,haussier,60,0,0,30,,,8.6,45.0,90.0,68.0,60.8,50.3,49.55,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,50.3,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PEOPLEUSDT,PEOPLE,Speculative,513,0.0095,637507.31282,1.171,59.63223944419247,0.00013198555062487517,0.008421800000000002,0.0069915,0.8966989266191193,0.352112676056338,0.16285211267605643,0.22023595857418746,0.4310790029181312,0.005238055555555556,0.009529166666666667,downtrend,0,1,baissier,365,0,0,30,,,17.0,73.0,73.0,57.5,34.4,50.3,55.42,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Volume ×0.2 (épuisement),48276852,48276852,5066480892.014003,5066480892.014003,,100.0,,,,50.3,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
HYPERUSDT,HYPER,Speculative,793,0.0764,517286.58819,0.0,59.81368015211667,0.0005632865158591341,0.06761599999999998,0.08215050000000006,0.7477560197185678,0.3125000000000001,0.06250000000000008,0.3700132315664202,0.5564609154540348,0.060647222222222234,0.07686666666666667,,0,0,neutre,365,0,0,30,,,17.0,57.0,77.5,57.5,50,50.3,51.55,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Volume ×0.4 (épuisement),25848341,62014288,338174017.0,811333336.9999999,1000000000.0,41.7,88143849,$88M,8.35,50.3,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SXTUSDT,SXT,Speculative,547,0.00951,416782.070104,0.0,61.52329370007585,9.616251471457885e-05,0.008244800000000004,0.010997200000000009,0.7541984989998741,0.3326403326403326,0.0335365853658537,0.3283874498351547,0.3113477171434209,0.006696111111111111,0.00928527777777778,,0,0,neutre,365,0,0,30,,,17.0,57.0,77.5,47.0,50,50.3,50.71,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),44149649,47528295,4644564876.1165,5000000000.0,5000000000.0,92.9,,,,50.3,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
NIGHTUSDT,NIGHT,Mid,126,0.02555,1377507.8702,4.414,63.76857356067224,0.0002570592411912984,0.020606,0.03066049999999998,0.926293401313466,0.5079456804391794,0.2617740537416932,0.5618680905812771,0.4207684964402593,0.017629444444444448,0.03161944444444444,rsi_bearish_divergence|uptrend|doji_4h,1,1,mixte,200,0,0,30,,,26.5,66.0,64.0,68.0,47.0,50.3,54.64,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Divergence RSI baissière,424556327,613542891,16607399400.634954,24000000000.0,24000000000.0,69.2,,,,50.3,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
HOLOUSDT,HOLO,Mid,471,0.0681,512460.55186,0.74,59.64933749249349,0.0010316042888857532,0.06431599999999998,0.06524200000000004,0.591885038212389,0.34107579462102683,0.1650366748166259,0.17613567921155587,0.4275059613463833,0.05876944444444446,0.07481666666666667,double_bottom_90d|downtrend,1,1,mixte,365,0,0,30,,,31.0,57.0,83.5,57.5,43.9,50.3,56.15,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Volume ×0.2 (épuisement),53885902,140266020,786778768.999999,2048000000.0,2048000000.0,38.4,,,,50.3,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MUBUSDT,MUB,Speculative,595,1082.0,3628366.05,-1.074,63.618361541689985,9.742222808761632,972.0559999999999,,0.5209800724018397,0.36534293535044765,0.06570301099223715,0.04055739139793063,0.2270326678985308,840.7730555555557,1060.9175,uptrend|doji_4h,1,0,haussier,108,0,0,30,,,10.0,45.0,82.0,68.0,60.8,50.3,47.95,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Volume ×0.0 (épuisement),39500174,39500174,36508.54659911,36508.54890245,,100.0,,,,50.3,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TURBOUSDT,TURBO,Mid,371,0.00107,386819.901893,0.187,59.74901629494325,1.1842049300345723e-05,0.0009429200000000002,0.0009846400000000002,0.8833718063999981,0.2119565217391304,0.030741410488245895,0.22402259834052887,0.5798042736328557,0.0007805000000000003,0.001050888888888889,downtrend,0,1,baissier,365,0,0,30,,,31.0,57.0,89.5,47.0,34.4,50.3,56.18,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),73891465,73891465,69000000000.0,69000000000.0,69000000000.0,100.0,,,,50.3,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
WCTUSDT,WCT,Speculative,893,0.04416,611307.848121,2.769,62.834657627344924,0.0006464542240188712,0.03790080000000001,0.049087200000000025,0.7301365134626792,0.2547571076785315,0.01972517730496458,0.7426648596772556,0.6300514703886848,0.034862777777777784,0.04448749999999999,downtrend,0,1,baissier,365,0,0,30,,,17.0,66.0,77.5,57.5,34.4,50.3,53.93,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Près du plus haut 90j (résistance),20752751,44201111,469507457.0,1000000000.0,1000000000.0,47.0,,,,50.3,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CATIUSDT,CATI,Speculative,561,0.0647,199603.91938,2.341,56.1427807544394,-0.0006335042411384027,0.05562299999999998,0.05117425000000002,1.3846958054547727,0.44196277495769876,0.06115942028985509,0.1999339658792589,0.09846768540575965,0.037018888888888886,0.06543944444444445,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,73.0,61.0,47.0,36.8,50.3,51.82,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,5,⚠️ Surveiller,Volume ×0.2 (épuisement)|MACD cross baissier,43036032,64745108,664699360.1099999,1000000000.0,1000000000.0,66.5,,,,50.3,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
WALUSDT,WAL,Mid,303,0.03765,855786.996013,2.897,69.43243302846693,0.0007556474041731571,0.026467800000000007,0.047491950000000005,0.9373254489164332,0.39528023598820056,0.0,0.8214784996534833,0.4872386436850889,0.02249166666666667,0.03347999999999999,rsi_bearish_divergence|uptrend,1,1,mixte,352,0,0,30,,,30.6,57.0,77.5,57.5,47.0,50.3,54.79,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,96844438,188872624,2563750000.0,5000000000.0,5000000000.0,51.3,3672028,$4M,1.17,50.3,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BLURUSDT,BLUR,Mid,427,0.02132,472953.360761,3.696,69.26387737916907,0.00027041080509545353,0.016385600000000004,0.019095899999999992,0.7776994602210142,0.3996291145108947,0.009272137227630914,0.8109954523329937,0.4363401024296752,0.01344,0.019637222222222223,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,31.0,57.0,77.5,47.0,47.0,50.3,54.04,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,61754641,63961008,2896513465.4680367,3000000000.0,3000000000.0,96.6,18559512,$19M,0.31,50.3,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GNOUSDT,GNO,Mid,153,115.9,91227.7953,0.678,50.42947032513205,-0.18728142524779332,115.0104,115.68625000000002,0.309628110800268,0.11943493150684935,0.07670250896057344,0.25236660303219677,0.6117457201671938,103.86027777777777,125.59555555555555,macd_bearish_cross|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,31.0,57.0,100.0,47.0,21.2,50.3,57.93,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,5,⚠️ Surveiller,Volume ×0.3 (épuisement)|MACD cross baissier,305725997,347470001,2639589.0,3000000.0,3000000.0,88.0,,,,50.3,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ENSOUSDT,ENSO,Speculative,874,1.042,439101.00126,0.579,65.70168524290222,0.008074175105620647,0.9003,0.8531349999999996,0.6378970956597851,0.2841584158415842,0.0,0.1724644307920282,0.0916863083421984,0.6727500000000001,0.9989166666666668,rsi_bearish_divergence,0,1,baissier,348,0,0,30,,,16.5,64.0,71.5,47.0,36.2,50.3,50.89,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,6,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,21452000,104186501,20590000.0,100000000.0,127339703.0,20.6,,,,50.3,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
INTCBUSDT,INTCB,Speculative,942,123.3,1393306.42868,-4.129,69.0955129705322,1.7758424319341684,100.72559999999997,,0.6393670409651326,0.41680997420464316,0.11672398968185731,0.2594348289054487,0.23554944632283353,88.1522222222222,122.8575,uptrend,1,0,haussier,96,0,0,30,,,9.6,36.0,67.0,68.0,60.8,50.3,40.93,-2.0,≈ Neutre vs BTC,False,False,,0,,,,50.3,2,,Volume ×0.3 (épuisement),18912970,18912970,153598.4862635799,153598.51318861,,100.0,,,,50.3,51,ml_gb+alt_blend,Altseason en formation,83.0,64.3
QTUMUSDT,QTUM,Mid,273,1.055,868846.2231,1.345,68.1050441942659,0.00872993267405274,0.8407600000000001,0.819515,0.6848107852564634,0.11821974965229481,0.0,2.2901268009542983,0.6379180311874357,0.6499166666666669,0.953527777777778,rsi_bearish_divergence|golden_cross|uptrend,2,1,haussier,365,0,0,30,,,31.0,91.0,89.5,57.5,58.6,50.2,70.99,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,112026369,113828603,106115267.25,107822406.0,,98.4,,,,50.2,75,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ATUSDT,AT,Speculative,638,0.1544,326058.27349,0.981,53.73616430507588,0.0005114645784074579,0.147998,0.14649599999999996,0.6823677333518721,0.20169082125603857,0.06823671497584544,0.6354915552482587,0.2321556862620221,0.13420555555555558,0.1607972222222222,golden_cross|double_bottom_90d,2,0,haussier,304,0,0,30,,,15.3,82.0,83.5,47.0,71.2,50.2,62.21,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,0,,,35498606,154341766,230000000.0,1000000000.0,1000000000.0,23.0,,,,50.2,73,ml_gb+alt_blend,Altseason en formation,83.0,64.3
XVSUSDT,XVS,Mid,452,3.37,149496.95254,1.049,61.42757042027213,0.01973017426062077,3.049720000000001,2.7804299999999995,0.5026047154390563,0.11676646706586817,0.0008902077151335648,0.6554650333594648,0.572911500526165,2.5661111111111112,3.2675833333333326,resistance_test|uptrend,1,1,mixte,365,0,0,30,,,31.0,82.0,100.0,47.0,48.5,50.2,68.77,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Près du plus haut 90j (résistance),56799653,100176708,16865315.657091513,29745107.91112632,30000000.0,56.7,1349950663,$1.3B,2.15,50.2,70,ml_gb+alt_blend,Altseason en formation,83.0,64.3
