symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,explosion_score,explosion_label
ZKPUSDT,ZKP,Speculative,,0.0418,338599.50456,2.703,46.34859433078854,0.00014761597847401668,0.044152000000000004,0.06630050000000001,0.6424539627101703,0.42463768115942035,0.3942028985507247,0.9833804503733306,0.44677883982839717,0.041233333333333316,0.06103055555555556,support_bounce|downtrend,1,1,mixte,233,0,0,30,,,13.4,46.0,68.5,47.0,37.7,52,24.75,10,🟢 Surperforme BTC,False,False,,0,,,,52,0,,,,,,,,,,,,19,🔥 Fort
PSGUSDT,PSG,Speculative,,0.5,309029.41142,-0.794,50.33431555197666,0.00253773690654194,0.50826,0.6975700000000002,0.2925716853167774,0.4738598442714127,0.44271412680756395,0.5105979734387323,0.33814443173760605,0.48672222222222217,0.6556111111111111,downtrend|morning_star_4h,1,1,mixte,365,0,0,30,,,17.0,46.0,79.0,47.0,33.3,52,27.58,10,🟢 Surperforme BTC,False,False,,0,,,,52,2,,Volume ×0.5 (épuisement),,,,,,,,,,19,🔥 Fort
OPNUSDT,OPN,Speculative,,0.0533,298677.98034,1.524,47.789379502290934,0.00036699444530169487,0.05598200000000001,,0.8077975369171413,0.8230769230769232,0.7949999999999999,0.1430361327532121,-0.006097748917149821,0.0492611111111111,0.1303361111111111,double_bottom_90d|uptrend|doji_4h,2,0,haussier,176,0,0,30,,,11.8,45.0,43.0,47.0,57.9,52,23.25,10,🟢 Surperforme BTC,False,False,,0,,,,52,2,,Volume ×0.1 (épuisement),,,,,,,3620580,$4M,-0.69,22,🔥 Fort
MVLLBUSDT,MVLLB,Speculative,,32.34,292344.6202,0.435,54.72709248455159,0.0879385096503249,,,2.182016294888254,0.4361549497847919,0.08469330332020253,0.3417780449367931,,19.26214285714286,32.80071428571428,macd_bullish_cross,1,0,haussier,37,0,0,30,,,8.0,45.0,46.5,47.0,53.8,52,20.62,10,🟢 Surperforme BTC,False,False,,0,,,,52,2,,Volume ×0.3 (épuisement),,,,,,,,,,0,
HIVEUSDT,HIVE,Speculative,745,0.0438,238345.3996,2.576,56.09299189462195,0.000607457508743401,0.043996000000000014,0.05594400000000003,0.4821585613423489,0.4444444444444445,0.358187134502924,0.9494662306585044,0.5277450898083768,0.040377777777777804,0.05671111111111111,shooting_star_4h,0,1,baissier,365,0,0,30,,,17.0,46.0,79.0,47.0,29.7,52,27.36,10,🟢 Surperforme BTC,False,False,,0,,,,52,2,,Étoile filante 4h,24127025,49050668,550140465.0,1118445313.0,,49.2,,,,18,🔥 Fort
ANKRUSDT,ANKR,Speculative,526,0.0041,195909.033859,1.99,71.80668504498956,6.657707919105665e-05,0.003566400000000001,0.004295649999999997,0.49444460601895224,0.290948275862069,0.11853448275862072,0.7107062411529348,0.6661869675065947,0.003359722222222224,0.004219722222222222,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,57.0,83.5,47.0,28.2,52,28.86,10,🟢 Surperforme BTC,False,False,,0,,,,52,2,,Divergence RSI baissière,40907390,40907390,10000000000.0,10000000000.0,10000000000.0,100.0,25958839,$26M,7.54,12,🔥 Fort
ICXUSDT,ICX,Speculative,957,0.01428,177651.251156,-4.8,22.606795325754106,-0.00026414991857940263,0.021109599999999996,0.0314414,0.7417549846171672,0.6269633507853404,0.6269633507853404,2.938608823457786,0.4212986852742715,0.017873333333333335,0.03204166666666666,downtrend,0,1,baissier,365,0,0,30,,,17.0,37.0,55.0,47.0,31.2,52,24.93,10,🟢 Surperforme BTC,False,False,,0,,,,52,1,,,15765008,15930470,1097275631.9034877,1108792174.218095,,99.0,,,,17,🔥 Fort
CUSDT,C,Speculative,,0.0649,92886.4771,2.044,51.43119596006015,-5.3112543109151526e-05,0.06223,0.07064549999999997,0.7451994397724597,0.5135640785781104,0.3928905519176801,0.2476642717963648,0.14905729450201582,0.05683333333333332,0.09732777777777776,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,57.0,53.5,47.0,32.8,52,27.34,10,🟢 Surperforme BTC,False,False,,0,,,,52,5,⚠️ Surveiller,Volume ×0.2 (épuisement)|MACD cross baissier,,,,,,,,,,20,🔥 Fort
CFGUSDT,CFG,Mid,446,0.1361,1654738.63207,-2.367,38.93715692111227,5.557684428301318e-05,0.16540999999999997,,0.8475212878254751,0.5101966496722505,0.504734158776402,1.8687229403890715,0.3578437263411832,0.14747222222222223,0.23791388888888887,macd_bullish_cross|downtrend,1,1,mixte,165,0,0,30,,,25.5,63.0,55.0,68.0,34.9,51,35.75,9,🟢 Surperforme BTC,False,False,,0,,,,51,0,,,51693020,92409912,380384016.0,680000000.0,,55.9,1640440726,$1.6B,0.36,21,🔥 Fort
BERAUSDT,BERA,Mid,408,0.1793,519991.6258844,3.762,57.03985591801865,0.003731861318894524,0.170342,0.35431050000000036,0.8064504224952028,0.6096418732782369,0.50633608815427,0.4220326967403466,0.6937427667082838,0.14998333333333339,0.28072222222222226,shooting_star_4h|doji_4h,0,1,baissier,365,0,0,30,,,31.0,57.0,55.0,57.5,29.7,51,37.6,9,🟢 Surperforme BTC,False,False,,0,,,,51,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Étoile filante 4h,57080068,99935775,318425835.72195363,557502878.6551559,,57.1,,,,15,🔥 Fort
GLMUSDT,GLM,Mid,251,0.1139,308720.12179,0.886,72.53749319304676,0.0026720618928749336,0.09690600000000003,0.1231455,0.6105578407429357,0.36749633967789164,0.16691068814055637,1.830495302883441,0.5386189344096204,0.0896861111111111,0.12041944444444441,rsi_bearish_divergence|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,31.0,75.0,73.0,47.0,9.4,51,38.78,9,🟢 Surperforme BTC,False,False,,0,,,,51,4,⚠️ Surveiller,RSI 73 (surachat)|Divergence RSI baissière,114016783,114016783,1000000000.0,1000000000.0,,100.0,,,,11,🔥 Fort
BBUSDT,BB,Speculative,,0.01004,908494.931432,-0.692,35.41854509469728,0.0001242910089593501,0.014614799999999997,0.0233072,1.132858796571742,0.6510869565217391,0.636231884057971,2.4053397132071694,0.444023532404043,0.011034444444444446,0.023791666666666655,macd_bullish_cross|downtrend,1,1,mixte,365,0,0,30,,,17.0,55.0,44.5,57.5,34.9,51,27.53,9,🟢 Surperforme BTC,False,False,,0,,,,51,0,,,,,,,,,,,,21,🔥 Fort
HMSTRUSDT,HMSTR,Speculative,,0.0001815,560329.3392647,0.387,49.13633671405366,3.722583442909629e-07,0.000183316,0.000171674,0.9535453201374317,0.5827393075356415,0.5374236252545825,0.2828457908180933,0.19897852147186895,0.0001574472222222222,0.0002500222222222222,,0,0,neutre,365,0,0,30,,,17.0,45.0,49.0,57.5,50,51,27.5,9,🟢 Surperforme BTC,False,False,,0,,,,51,2,,Volume ×0.3 (épuisement),,,,,,,,,,19,🔥 Fort
VANAUSDT,VANA,Speculative,659,0.965,469558.59483,-1.026,50.66124061609486,0.019114363222045256,1.0259599999999995,1.2815299999999994,0.8246141712213916,0.41205673758865247,0.3163120567375886,0.7992805337116629,0.4292652095997117,0.8588055555555555,1.287888888888889,evening_star_4h,0,1,baissier,365,0,0,30,,,17.0,46.0,68.5,47.0,32.8,51,26.92,9,🟢 Surperforme BTC,False,False,,0,,,,51,2,,Étoile du soir 4h,29713739,115767815,30800000.0,120000000.0,120000000.0,25.7,,,,22,🔥 Fort
GMTUSDT,GMT,Speculative,772,0.00724,363541.600715,2.26,57.095905348745056,0.00011120418760034864,0.006936800000000001,0.009537899999999998,0.6356920021202661,0.43523809523809526,0.31142857142857144,0.6528612336344574,0.621444309404888,0.006428333333333334,0.008991944444444443,double_top_90d|downtrend,0,2,baissier,365,0,0,30,,,17.0,66.0,68.5,47.0,8.8,51,27.88,9,🟢 Surperforme BTC,False,False,,0,,,,51,2,,Double sommet,22526343,36734358,3111400155.0,5073850155.102167,6000000000.0,61.3,,,,13,🔥 Fort
OPGUSDT,OPG,Speculative,892,0.096,333074.60481,3.337,46.77474457955897,0.00026238408232311973,0.10036000000000002,,0.6897101988391336,0.7043363994743759,0.6849540078843628,0.23351789576395923,0.129156198456664,0.0920861111111111,0.18095833333333336,,0,0,neutre,98,0,0,30,,,9.7,45.0,49.0,47.0,50,51,21.69,9,🟢 Surperforme BTC,False,False,,0,,,,51,2,,Volume ×0.2 (épuisement),18199016,95784297,190000000.0,1000000000.0,1000000000.0,19.0,,,,20,🔥 Fort
JUVUSDT,JUV,Speculative,,0.328,157632.08741,-0.304,58.83365553155899,0.002769770556132627,0.3177999999999999,0.44018999999999975,0.31050997189312446,0.27073170731707313,0.19756097560975602,0.3188493650281127,0.5555738708078475,0.30419444444444443,0.37575,double_top_90d|downtrend,0,2,baissier,365,0,0,30,,,17.0,57.0,83.5,47.0,8.8,51,27.7,9,🟢 Surperforme BTC,False,False,,0,,,,51,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Double sommet,,,,,,,,,,15,🔥 Fort
POWRUSDT,POWR,Speculative,704,0.0469,71502.3487,3.991,71.15154422579712,0.0011029874982317555,0.04134399999999999,0.05542850000000001,0.605533648895718,0.41138211382113815,0.2390243902439024,0.6756712653552925,0.47098285013867974,0.03770833333333332,0.05486666666666667,shooting_star_4h,0,1,baissier,365,0,0,30,,,17.0,57.0,73.0,47.0,29.7,51,28.32,9,🟢 Surperforme BTC,False,False,,0,,,,51,2,,Étoile filante 4h,26662574,46884859,568401106.1092739,999506122.99937,1000000000.0,56.9,,,,13,🔥 Fort
REUSDT,RE,Mid,304,0.5347,6911718.39629,4.291,58.41567328739001,0.012270299485846257,0.47019200000000005,,1.3541786544103547,0.6263933121019108,0.4677547770700636,0.10283238128797186,,0.380175,0.7688642857142858,uptrend,1,0,haussier,71,0,0,30,,,22.9,45.0,39.0,78.5,53.1,50,32.81,8,🟢 Surperforme BTC,False,False,,0,,,,50,2,,Volume ×0.1 (épuisement),85064400,532984962,159600000.0,1000000000.0,1000000000.0,16.0,330561194,$331M,13.26,13,🔥 Fort
KAIAUSDT,KAIA,Mid,170,0.0332,855910.60422,4.732,67.62204160972922,0.0010349290857071284,0.029322,0.042745999999999985,0.8202227294089899,0.5443298969072164,0.3154639175257732,1.1686122794338432,0.731470784132956,0.025425,0.04079722222222223,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,31.0,66.0,51.5,57.5,28.2,50,38.38,8,🟢 Surperforme BTC,False,False,,0,,,,50,2,,Divergence RSI baissière,212613692,212614036,6404455609.073079,6404469139.058687,,100.0,,,,14,🔥 Fort
SENTUSDT,SENT,Mid,285,0.01274,554623.65348,3.325,47.322985846430086,-2.429870867631074e-06,0.013279200000000001,0.016692150000000006,0.6681607096301924,0.40906775343861446,0.35150280183392774,0.5059436380841641,0.24976732027136334,0.012324444444444447,0.0163175,macd_bearish_cross,0,1,baissier,218,0,0,30,,,27.0,46.0,62.5,57.5,32.8,50,34.18,8,🟢 Surperforme BTC,False,False,,0,,,,50,5,⚠️ Surveiller,Volume ×0.5 (épuisement)|MACD cross baissier,92187467,437633167,7237882055.0,34359738368.0,34359738368.0,21.1,,,,19,🔥 Fort
SANDUSDT,SAND,Mid,234,0.042,523024.59127,1.892,48.50567351004236,0.00027986628997037625,0.04379,0.06502815000000002,0.795410647717833,0.4555286751102888,0.40202077700298844,0.72254878553541,0.6585545251966998,0.04026138888888889,0.0584761111111111,bearish_engulfing_4h,0,1,baissier,365,0,0,30,,,31.0,46.0,68.5,57.5,31.7,50,37.21,8,🟢 Surperforme BTC,False,False,,0,,,,50,2,,Engloutissement baissier 4h,124282471,126920742,2937639702.3733225,3000000000.0,3000000000.0,97.9,,,,20,🔥 Fort
GENIUSUSDT,GENIUS,Mid,266,0.303,251107.29008,0.132,36.718167568273756,-0.005461222614260025,0.343636,,0.7677990814564523,0.4072989851678375,0.4072989851678375,0.27258474809906513,0.06770724596243638,0.31762222222222225,0.46223333333333333,rsi_bullish_divergence|doji_4h,1,0,haussier,98,0,0,30,,,23.7,36.0,62.5,47.0,57.7,50,31.4,8,🟢 Surperforme BTC,False,False,,0,,,,50,3,,Volume ×0.3 (épuisement),101873114,289776031,335377059.0,953973324.2879035,1000000000.0,35.2,,,,23,🔥 Fort
BNSOLUSDT,BNSOL,Speculative,,122.0,2482420.7245,11.722,86.15085477701331,2.980267004791963,88.94400000000003,90.62450000000004,0.5405326699508021,0.2486427795874049,0.0,3.4770676518204087,0.8413848541230705,74.83333333333331,98.96388888888887,breakout_30d|rsi_bearish_divergence,1,1,mixte,365,0,0,30,,,17.0,57.0,92.0,68.0,28.2,50,31.05,8,🟢 Surperforme BTC,False,False,,0,,,,50,8,🔴 Sortie,RSI 86 (surachat extrême)|Près du plus haut 90j (résistance)|Divergence RSI baissière,,,,,,,,,,8,⚡ Modéré
KORUBUSDT,KORUB,Speculative,,20.67,1635344.2488,0.242,50.498408728339335,-0.16812582770133289,,,2.1342895483372586,0.4341620626151013,0.12298558100084812,0.13306433002550283,,14.468571428571428,22.636428571428574,,0,0,neutre,37,0,0,30,,,8.0,45.0,42.0,68.0,50,50,21.81,8,🟢 Surperforme BTC,False,False,,0,,,,50,3,,Volume ×0.1 (épuisement),,,,,,,,,,0,
AXTIBUSDT,AXTIB,Speculative,,66.88,764968.4682,2.185,46.98918488289591,-3.3234594722801756,,,2.2475771653576735,0.3206595945804011,0.2975527780695305,0.410730360739243,,45.480000000000004,88.88,doji_4h,0,0,neutre,37,0,0,30,,,8.0,45.0,42.0,57.5,50,50,20.97,8,🟢 Surperforme BTC,False,False,,0,,,,50,3,,Volume ×0.4 (épuisement),,,,,,,,,,0,
STORJUSDT,STORJ,Speculative,922,0.0401,709361.5854,1.008,42.04801215320345,0.0008386551071189055,0.055649999999999984,0.08458949999999994,1.6717367528967846,0.5848074921956296,0.5848074921956296,2.314198879985675,0.3544926259290723,0.04201666666666667,0.08488888888888889,rsi_bullish_divergence|downtrend|doji_4h,1,1,mixte,365,0,0,30,,,17.0,55.0,34.0,57.5,38.9,50,27.13,8,🟢 Surperforme BTC,False,False,,0,,,,50,0,,,16988945,16988945,424999998.0,424999998.0,,100.0,,,,23,🔥 Fort
TOWNSUSDT,TOWNS,Speculative,,0.00243,349832.76118,2.966,53.709890779367925,-1.469748762612875e-06,0.0022042,0.002926300000000001,0.9666483242600945,0.41324921135646686,0.23343848580441645,0.34640429834947195,0.33562804808643226,0.0019102777777777777,0.0026816666666666673,macd_bearish_cross|double_top_90d|uptrend|doji_4h,1,2,baissier,365,0,0,30,,,17.0,57.0,73.0,47.0,13.4,50,27.35,8,🟢 Surperforme BTC,False,False,,0,,,,50,7,🔴 Sortie,Volume ×0.3 (épuisement)|Double sommet|MACD cross baissier,,,,,,,,,,20,🔥 Fort
FTTUSDT,FTT,Speculative,,0.2345,104583.665571,0.947,67.62711562620171,0.0031970073629665006,0.20896599999999996,0.27337550000000005,0.48009304323454866,0.3906991458399241,0.25688073394495414,0.3850581096885434,0.42714063547456893,0.1972555555555556,0.28424444444444447,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,48.0,83.5,47.0,31.3,50,27.97,8,🟢 Surperforme BTC,False,False,,0,,,,50,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Divergence RSI baissière,,,,,,,,,,13,🔥 Fort
QUICKUSDT,QUICK,Speculative,,0.00936,52299.44716,4.581,67.52123006181091,9.552852251265418e-05,0.0080994,0.009073250000000005,0.4752429985900317,0.2526096033402923,0.021920668058455127,0.3435707054802204,0.24605906697823782,0.007119444444444444,0.00937611111111111,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,48.0,82.0,47.0,31.3,50,27.88,8,🟢 Surperforme BTC,False,False,,0,,,,50,6,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,,,,,,,169909662,$170M,-6.99,11,🔥 Fort
KMNOUSDT,KMNO,Mid,194,0.03094,1622176.78566,25.263,81.77837097800108,0.0009870428047511813,0.019445599999999997,0.020458450000000006,1.0864033234060706,0.2563829787234043,0.0,2.8102378948631146,0.49879395885259764,0.016163055555555556,0.022689444444444443,breakout_30d|rsi_bearish_divergence|uptrend,2,1,haussier,365,0,0,30,,,31.0,66.0,67.0,68.0,31.3,49,40.34,7,≈ Neutre vs BTC,False,False,,0,,,,49,8,🔴 Sortie,RSI 82 (surachat extrême)|Près du plus haut 90j (résistance)|Divergence RSI baissière,165369095,306432068,5396575669.0,9999957021.851225,10000000000.0,54.0,1259213389,$1.3B,11.14,9,🔥 Fort
ONEUSDT,ONE,Mid,399,0.000758,412607.6842906,2.571,34.96369707913402,7.775614366978419e-06,0.00106672,0.0018098299999999995,1.3647418253617303,0.6381909547738692,0.6185929648241205,1.9086206904627847,0.33384170679537717,0.00080375,0.0016422222222222224,macd_bullish_cross,1,0,haussier,365,0,0,30,,,31.0,46.0,44.5,47.0,53.8,49,36.26,7,≈ Neutre vs BTC,False,False,,0,,,,49,0,,,58287169,115813185,495849005.5314628,985222890.0,1000000000.0,50.3,,,,18,🔥 Fort
SNDKBUSDT,SNDKB,Speculative,501,1474.94,49954006.587553,-1.873,48.24546999521235,-6.872870259796496,1477.9584000000002,,1.622652619576802,0.5646750827011243,0.3637469324028828,1.2479860352613892,,1219.2970967741935,2166.2958064516133,macd_bearish_cross,0,1,baissier,78,0,0,30,,,9.1,63.0,28.5,78.5,32.8,49,23.73,7,≈ Neutre vs BTC,False,False,,0,,,,49,3,,MACD cross baissier,44414496,44570825,30106.47625937,30212.44445484,,99.6,,,,18,🔥 Fort
NILUSDT,NIL,Speculative,788,0.04337,1016365.844207,-2.011,53.215618847339876,-0.0003100367193724961,0.037995400000000006,0.043884899999999984,1.577058905300434,0.5824472068294143,0.3503070241126254,0.48842138231722193,0.3438372104426278,0.03252166666666666,0.05206833333333332,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,57.0,38.5,68.0,32.8,49,28.12,7,≈ Neutre vs BTC,False,False,,0,,,,49,5,⚠️ Surveiller,Volume ×0.5 (épuisement)|MACD cross baissier,21839463,43811481,503597885.399091,1010252339.279054,,49.8,,,,20,🔥 Fort
ROBOUSDT,ROBO,Speculative,654,0.01342,711825.7509,-0.297,49.5064446071364,-5.647180426781819e-05,0.012900400000000001,,1.6042980296518574,0.5071003206596426,0.3852496564360971,0.4915870176222414,0.14987979046356734,0.011616666666666668,0.020576111111111108,,0,0,neutre,177,0,0,30,,,11.8,45.0,32.5,57.5,50,49,23.01,7,≈ Neutre vs BTC,False,False,,0,,,,49,3,,Volume ×0.5 (épuisement),29947969,134235631,2231000000.0,10000000000.0,10000000000.0,22.3,,,,20,🔥 Fort
MIRAUSDT,MIRA,Speculative,,0.04333,606980.541318,4.109,54.89926073328575,0.0004318142679435511,0.041909999999999996,0.06698150000000004,0.6292196760527845,0.5182849936948297,0.45422446406052963,0.693387137941904,0.5725353158273874,0.039550555555555554,0.06404722222222221,double_top_90d|downtrend,0,2,baissier,336,0,0,30,,,16.2,66.0,59.5,57.5,8.8,49,27.64,7,≈ Neutre vs BTC,False,False,,0,,,,49,2,,Double sommet,,,,,,,,,,20,🔥 Fort
SOLVUSDT,SOLV,Speculative,,0.00284,539349.38788,4.412,65.63482457814425,6.011303257498157e-05,0.0025021999999999987,0.00356455,0.7013004268707671,0.44162436548223344,0.2741116751269035,1.4040912583276424,0.5212110381804405,0.0023244444444444454,0.0035544444444444443,rsi_bearish_divergence|downtrend,0,2,baissier,365,0,0,30,,,17.0,66.0,73.0,57.5,9.4,49,29.02,7,≈ Neutre vs BTC,False,False,,0,,,,49,2,,Divergence RSI baissière,,,,,,,521257762,$521M,11.13,15,🔥 Fort
EDUUSDT,EDU,Speculative,572,0.045,372791.0314,5.386,67.48953447262805,0.00021979398807570006,0.03495199999999999,0.05494449999999996,0.7158507819285685,0.4279475982532751,0.015283842794759809,0.37041713092439443,0.45116394877880767,0.028236111111111115,0.04234999999999999,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,48.0,77.5,47.0,31.3,49,27.61,7,≈ Neutre vs BTC,False,False,,0,,,,49,6,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,36269127,44828200,809069444.0,1000000000.0,1000000000.0,80.9,,,,17,🔥 Fort
WDCBUSDT,WDCB,Speculative,,448.98,332989.4807,-3.437,44.62078880785317,-0.7693306347172104,500.2150000000001,,1.2378885536390805,0.2649149293481027,0.23560244949195092,0.7262436497899853,,434.678,575.65,,0,0,neutre,52,0,0,30,,,8.4,45.0,52.5,47.0,50,49,21.04,7,≈ Neutre vs BTC,False,False,,0,,,,49,1,,,,,,,,,,,,24,🔥 Fort
ETHUSDT,ETH,Etabli,2,2515.93,882352203.212898,2.276,77.6957911006739,43.32107857778436,1978.9656000000004,2017.4504999999997,0.676821800587602,0.22477799094163492,9.140404562254825e-05,1.0950532713800774,0.8805721716437791,1613.9461111111111,2190.578888888889,double_bottom_90d|resistance_test|uptrend,2,1,haussier,365,0,0,30,,,45.0,57.0,81.5,78.5,43.8,48,51.24,6,≈ Neutre vs BTC,False,False,,0,🔥 Trending #11 sur CoinGecko,11,,48,4,⚠️ Surveiller,RSI 78 (surachat)|Près du plus haut 90j (résistance),303636997463,303636997463,120681247.22762038,120681247.2276203,,100.0,,,,6,⚡ Modéré
ZROUSDT,ZRO,Mid,116,1.209,7202716.93344,9.017,72.02424907207558,0.039800486177430254,0.8621800000000001,1.352285,1.0102939076614015,0.4272,0.03200000000000003,1.3186886607618218,0.2954574022144675,0.7622499999999999,1.1320000000000001,rsi_bearish_divergence|resistance_test,0,2,baissier,365,0,0,30,,,31.0,66.0,61.0,78.5,14.2,48,39.79,6,≈ Neutre vs BTC,False,False,,0,,,,48,6,⚠️ Surveiller,RSI 72 (surachat)|Près du plus haut 90j (résistance)|Divergence RSI baissière,423345363,1198215103,353313325.89,1000000000.0,1000000000.0,35.3,7201154204,$7.2B,4.78,13,🔥 Fort
STXUSDT,STX,Mid,110,0.262,4333894.38776,-3.535,83.6650130711811,0.015494752980600553,0.15778000000000003,0.2095795,1.255324677211966,0.5002082465639317,0.02306547619047613,3.7732319228652926,0.6169421915924876,0.12748888888888887,0.22072222222222224,downtrend,0,1,baissier,365,0,0,30,,,31.0,66.0,58.0,68.0,31.2,48,39.79,6,≈ Neutre vs BTC,False,False,,0,,,,48,6,⚠️ Surveiller,RSI 84 (surachat extrême)|Près du plus haut 90j (résistance),488178165,488184338,1861779307.665779,1861817677.124129,,100.0,,,,10,🔥 Fort
KAITOUSDT,KAITO,Mid,320,0.3194,1608595.757,2.405,28.08866359440519,0.004624109902260143,0.7309460000000001,0.5058129999999997,1.5790521284534125,0.7534916201117319,0.7525605214152701,0.7739398073479443,0.15236490301266425,0.36652222222222225,1.0634388888888888,macd_bullish_cross,1,0,haussier,365,0,0,30,,,31.0,36.0,22.0,68.0,53.8,48,35.39,6,≈ Neutre vs BTC,False,False,,0,,,,48,0,,,76961788,318829042,241388889.0,1000000000.0,1000000000.0,24.1,,,,17,🔥 Fort
NIGHTUSDT,NIGHT,Mid,125,0.02013,686018.42826,4.844,52.38510034159376,0.00043438362858953436,0.021304799999999995,,0.7443572280992158,0.565450369992345,0.4866037254401634,0.4522876325499693,0.3284022284492739,0.01769888888888889,0.035502222222222234,double_top_90d|doji_4h,0,1,baissier,170,0,0,30,,,25.7,45.0,59.5,57.5,27.6,48,32.67,6,≈ Neutre vs BTC,False,False,,0,,,,48,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Double sommet,334236719,483018507,16607399400.634954,24000000000.0,24000000000.0,69.2,,,,21,🔥 Fort
SNXXBUSDT,SNXXB,Speculative,,12.7,11148175.2409,-3.715,44.27378687838228,-0.4684564670315099,,,3.1777460551160748,0.6356756756756756,0.3453422542460113,1.0109171515888444,,8.338571428571429,17.679285714285715,doji_4h,0,0,neutre,37,0,0,30,,,8.0,54.0,28.5,78.5,50,48,22.92,6,≈ Neutre vs BTC,False,False,,0,,,,48,1,,,,,,,,,,,,0,
ACTUSDT,ACT,Speculative,,0.01146,377458.777332,3.336,58.60733950808413,3.8773548840412275e-05,0.009586800000000001,0.011961050000000006,1.1400974646616937,0.36653061224489797,0.09707971586424625,0.4236062599236695,0.3087287945985503,0.00827361111111111,0.01190138888888889,downtrend|shooting_star_4h|doji_4h,0,2,baissier,365,0,0,30,,,17.0,57.0,67.0,47.0,10.9,48,26.83,6,≈ Neutre vs BTC,False,False,,0,,,,48,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Étoile filante 4h,,,,,,,,,,16,🔥 Fort
STGUSDT,STG,Speculative,753,0.1694,280864.82736,0.296,63.789016976321975,0.0027413722637342312,0.14149799999999998,0.19073549999999986,1.1313451253395008,0.8163107397090683,0.7384710615908386,0.315354961218785,0.1169330772652657,0.12714166666666668,0.3242888888888889,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,32.5,47.0,31.2,48,25.98,6,≈ Neutre vs BTC,False,False,,0,,,,48,2,,Volume ×0.3 (épuisement),23757542,23757542,140673672.83921707,140673672.83921707,1000000000.0,100.0,73272817,$73M,5.86,17,🔥 Fort
ACHUSDT,ACH,Speculative,,0.00511,264798.33154,3.862,68.75986677302764,8.839897515391368e-05,0.0044326,0.005937049999999999,0.792983965119643,0.3481717011128775,0.18600953895071531,0.40106964783875265,0.5172761189573712,0.004160833333333332,0.005653611111111113,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,48.0,73.0,47.0,28.2,48,27.15,6,≈ Neutre vs BTC,False,False,,0,,,,48,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Divergence RSI baissière,,,,,,,,,,17,🔥 Fort
PLTRBUSDT,PLTRB,Speculative,,185.77,181772.75291,5.198,69.04720491342226,-0.8779471718016865,149.7908,,0.7621188554454821,0.08817843866171003,0.0,0.6277762750059749,,121.82565217391301,178.5147826086957,rsi_bearish_divergence|doji_4h,0,1,baissier,59,0,0,30,,,8.6,45.0,79.5,47.0,28.2,48,21.48,6,≈ Neutre vs BTC,False,False,,0,,,,48,5,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,,,,,,,,,,15,🔥 Fort
GRTUSDT,GRT,Mid,174,0.01796,792915.59497,5.214,68.12501277880874,0.0005275636518078896,0.0156646,0.02204155000000001,0.7785492837324853,0.5024556101246694,0.3211182470721572,0.8997331884735041,0.7628262157197282,0.013955277777777778,0.02167416666666666,rsi_bearish_divergence|doji_4h,0,1,baissier,365,0,0,30,,,31.0,57.0,51.5,57.5,28.2,47,37.3,5,≈ Neutre vs BTC,False,False,,0,,,,47,2,,Divergence RSI baissière,196893631,208980703,10941320353.043917,11612995353.0437,,94.2,,,,14,🔥 Fort
